-159.26,-74.468,2.8988e-08,80.51,-41.798,-135.97,-6.65,-73.925,-75.784,2.9915e-08,-80.482,9.2884,-134.12,-6.4,-150.66,-79.536,5.0313e-08,75.379,8.8947,-24.349,-3.931,-111.47,-86.116,5.0866e-08,-81.523,24.895,-25.758,-3.8764,49.306,-87.103,5.1539e-08,66.462,51.763,-119.86,-8.2019,133.54,-92.791,3.0061e-08,55.408,-10.867,-112.6,43.853,-122.85,-93.237,8.5452e-08,45.335,2.2393,135.28,-2.25,-145.24,-93.641,6.3595e-08,86.955,9.6453,109.02,-3,11.087,-94.051,5.2039e-08,23.25,12.934,-120.16,7.0988,-124.14,-94.06,8.9721e-08,12.856,2.0653,-136.61,-6.5839,-124.13,-94.06,8.9721e-08,12.856,2.0654,-167.09,-2.1499,-118.43,-94.499,5.1352e-08,-6.6,13.875,-25.494,3.4603,124.63,-94.623,7.7125e-08,52.835,8.5858,-53.916,2.2067,-96.143,-94.725,5.1964e-08,23.298,-12.93,-24.518,-16.857,-64.233,-95.032,5.1859e-08,22.922,7.8598,-119.92,13.683,1.8513e-08,-2.263e-08,1.5
137.72,-64.146,2.6693e-08,49.086,7.1785,-130.91,-7.1786,158.75,-67.949,2.7708e-08,-16.774,11.162,-129.1,-6.8999,-96.123,-69.696,3.144e-08,135.29,6.5912,-140.23,-6.1,-21.577,-72.893,4.7272e-08,25.077,4.0405,-26.047,-4.1858,64.496,-74.859,3.2306e-08,-167.64,6.8174,-138.38,-5.9501,-167.66,-76.833,4.8481e-08,24.416,3.9375,-118.06,-8.3715,-70.49,-77.841,5.3374e-08,154.31,3.8406,-22.881,-3.7269,-48.358,-79.237,6.0855e-08,19.797,3.2093,-160.77,-3.1501,2.288,-79.407,4.7852e-08,-6.9346,4.3396,-27.506,-4.1308,114.92,-82.002,5.4611e-08,155.21,4.0523,-121.55,-8.076,7.74,-82.733,5.3889e-08,-173.96,3.8087,-24.24,-3.6727,83.951,-82.801,6.1307e-08,-5.4448,2.2527,-159.62,-3.1499,-131.32,-82.943,4.9046e-08,-6.8431,4.3076,-116.59,-7.9591,57.254,-84.562,6.7182e-08,159.06,3.208,-162.68,-2.8499,156.45,-85.248,6.3867e-08,73.847,3.158,-105.79,-2.95,1,-2.263e-08,1.5
47.021,-63.131,2.4657e-08,55.008,7.775,-124.99,-7.775,-7.387,-66.929,2.5752e-08,-20.32,12.22,-123.28,-7.45,-175,-70.253,3.4056e-08,141.68,5.9746,-143.79,-5.5999,34.42,-72.335,4.4282e-08,26.926,4.2614,-27.919,-4.4911,-93.218,-76.187,4.5473e-08,26.207,4.2205,-116.26,-8.4905,43.381,-76.31,3.4857e-08,-169.36,6.4837,-142.02,-5.4999,134.12,-78.435,5.6474e-08,157.67,3.8912,-21.581,-3.4703,137.54,-78.674,5.7721e-08,21.105,3.4671,-159.69,-3.2999,29.721,-79.583,4.4901e-08,-7.5983,5.1829,-29.451,-4.384,-51.067,-82.692,5.7721e-08,158.04,3.6451,-123.24,-7.9111,-123.67,-82.706,5.696e-08,-174.36,3.8478,-22.87,-3.4682,-111.24,-82.722,5.8197e-08,-5.4543,3.0445,-158.44,-3.2999,-84.845,-83.088,4.6075e-08,-7.3607,4.7186,-114.82,-8.072,-153.08,-84.889,6.9092e-08,16.774,2.8352,-17.539,-2.8538,-175.73,-85.116,7.0369e-08,162.19,3.0852,-163.46,-2.7,2,-2.263e-08,1.5
40.843,-62.933,2.2926e-08,61.928,8.3659,-118.07,-8.3659,-87.908,-67.281,2.41e-08,-26.513,16.31,-116.59,-7.95,0.767,-70.833,3.6789e-08,145.5,5.3951,-146.9,-5.2,42.921,-71.765,4.1346e-08,29.043,4.6989,-30.059,-4.7432,-62.366,-75.529,4.2513e-08,28.211,4.5004,-114.37,-8.636,-93.012,-77.815,3.7532e-08,-170.43,6.0761,-145.17,-5.1,-57.688,-78.08,5.4611e-08,22.532,3.6686,-158.45,-3.5,-43.822,-79.006,5.9599e-08,159.58,3.399,-20.446,-3.3167,7.667,-79.392,4.2008e-08,-7.8304,5.3315,-31.72,-4.6869,30.231,-82.714,5.5114e-08,-5.753,4.391,-157.16,-3.4499,80.399,-82.766,6.006e-08,-174.79,4.4852,-21.65,-3.2631,-83.426,-83.016,4.3158e-08,-7.9063,6.2149,-113,-8.1252,122.05,-83.343,6.0855e-08,159.8,3.2504,-124.81,-7.8131,74.97,-84.312,6.5911e-08,17.509,2.9056,-18.424,-3.0084,-22.01,-85.32,4.2294e-08,30.966,23.207,-29.284,3.3386,3,-2.263e-08,1.5
48.069,-64.876,2.1576e-08,69.864,8.8935,-110.14,-8.8935,-146.96,-69.987,2.2819e-08,-35.768,20.976,-108.98,-8.4,-7.264,-71.179,3.8474e-08,31.485,4.871,-32.522,-5.1477,92.742,-71.413,3.9614e-08,148.55,5.0168,-149.54,-4.8,-85.001,-74.873,3.9614e-08,30.475,4.954,-112.41,-8.7058,82.251,-77.468,5.1529e-08,24.619,4.039,-157.1,-3.7001,-76.901,-78.598,3.9185e-08,-8.9189,6.9399,-34.231,-4.9879,37.762,-79.005,4.0305e-08,-171.32,5.442,-147.9,-4.7501,119.31,-79.56,6.2745e-08,160.74,3.1449,-19.359,-3.1627,-138.11,-82.443,4.0305e-08,-8.6805,5.4418,-111.13,-8.2975,145.02,-82.793,5.2062e-08,-6.3336,3.1047,-155.75,-3.7,-96.096,-82.891,6.3184e-08,-175.16,2.4351,-20.547,-3.1611,-70.849,-83.714,6.2746e-08,18.52,3.0265,-19.359,-3.1627,-82.645,-83.964,6.401e-08,161.09,3.0451,-126.34,-7.6786,-48.822,-84.689,3.9808e-08,35.964,31.259,-31.274,3.2201,4,-2.263e-08,1.5
-4.023,-69.768,2.0681e-08,78.69,9.2818,-101.31,-9.2818,-130.53,-70.598,3.5684e-08,34.136,5.4712,-35.399,-5.4977,117.98,-71.995,4.2513e-08,151.07,4.6079,-151.83,-4.5001,-173.91,-74.259,3.6789e-08,33.188,5.2196,-110.4,-8.877,115.02,-75.582,2.1975e-08,-51.18,25.086,-100.61,-8.75,-167.66,-76.833,4.8481e-08,27.952,4.4365,-155.54,-3.9501,117.91,-77.238,3.6449e-08,-10.132,6.4437,-37.131,-5.3888,95.179,-79.534,4.3158e-08,-172.09,6.2151,-150.26,-4.4,-94.05,-80.081,6.5911e-08,161.89,2.9853,-18.424,-3.0084,94.269,-81.256,3.7532e-08,-9.5649,6.076,-109.22,-8.3946,-131.3,-82.943,4.9046e-08,-6.8434,4.3078,-154.15,-3.9,69.324,-83.063,6.6328e-08,-175.31,4.0901,-19.526,-2.9552,126.83,-83.074,5.9599e-08,19.01,3.3417,-20.446,-3.3167,57.398,-84.562,6.7182e-08,162.04,2.9147,-127.87,-7.5198,-33.289,-85.437,7.2287e-08,18.404,2.9529,-16.739,-2.7509,5,-2.263e-08,1.5
7.917,-70.264,3.3002e-08,-51.615,11.819,-38.707,-5.9468,91.924,-72.561,4.5469e-08,153.21,4.3011,-153.82,-4.2,1.312,-78.894,3.4072e-08,75.813,-50.712,-108.35,-9.0394,98.639,-79.53,4.6072e-08,-172.62,4.7311,-152.33,-4.1501,-153.55,-80.026,3.3826e-08,-24.577,59.205,-40.515,-5.7858,41.362,-80.585,6.9089e-08,162.78,2.8736,-17.539,-2.8538,-90.112,-83.132,4.6081e-08,-178.8,0.18612,-152.33,-4.1501,-137.94,-83.276,6.9487e-08,-175.66,2.9207,-18.625,-2.8526,-162.45,-84.857,2.0301e-08,88.081,9.4576,-91.919,-9.4571,-172.98,-85.116,7.0365e-08,163.05,2.8229,-129.23,-7.3108,-24.326,-86.542,7.3715e-08,124.25,2.626,-123.53,-2.6,-126.85,-87.097,8.323e-08,165.75,2.3431,-166.07,-2.2999,-71.006,-88.001,3.445e-08,-11.36,20.352,-38.55,5.8752,-63.914,-88.923,3.3641e-08,-3.5574,51.531,-36.75,6.0184,-164.09,-89.012,7.0763e-08,-4.2711,2.8767,-127.41,-7.0649,6,-2.263e-08,1.5
-41.449,-55.809,2.0465e-08,97.595,9.3808,-82.405,-9.3808,-56.549,-57.134,2.0681e-08,99.631,9.3313,-92.777,-9.4514,73.803,-61.263,2.1771e-08,-117.27,29.8,-82.698,-9.0269,71.802,-62.276,2.1975e-08,-128.82,25.086,-92.6,-8.8907,-179.38,-63.029,3.0433e-08,42.901,6.4728,-42.583,-6.4344,-138.28,-66.801,3.144e-08,41.323,6.2595,-106.24,-9.1122,142.89,-67.493,3.5684e-08,141.37,6.0817,-35.399,-5.4977,-30.226,-67.98,3.1327e-08,-12.626,8.597,-44.446,-6.2294,90.399,-71.166,3.6789e-08,142.37,5.8178,-110.4,-8.877,37.848,-72.183,3.2306e-08,-12.356,6.8171,-105.27,-8.6083,44.378,-74.149,3.6449e-08,-169.87,6.4437,-37.131,-5.3888,123.84,-75.79,5.3374e-08,23.161,3.6747,-22.881,-3.7269,21.305,-77.791,1.4016e-07,91.098,1.3723,88.9,-1.3752,172.76,-77.92,1.4019e-07,91.674,1.3821,90.388,-1.3505,82.911,-78.497,1.4196e-07,81.268,1.3435,80.721,-1.3612,7,-2.263e-08,1.5
78.071,-56.099,2.116e-08,106.7,9.07,-73.301,-9.07,-116.53,-59.722,2.1576e-08,108.72,8.9701,-95.081,-9.4258,-127.07,-60.951,2.2426e-08,-139.23,22.819,-73.918,-8.7489,96.486,-62.924,2.8035e-08,48.221,7.0848,-47.135,-6.9647,61.412,-63.923,2.2819e-08,-144.23,20.976,-94.768,-8.8454,-157.24,-66.967,2.8972e-08,46.319,6.8972,-104.07,-9.168,177.27,-67.443,2.9003e-08,-15.131,9.6916,-48.963,-6.7184,-114.84,-68.169,3.8474e-08,146.47,5.1502,-32.522,-5.1477,-46.7,-71.898,2.9909e-08,-14.455,9.1528,-103.23,-8.6479,160.23,-71.913,3.9614e-08,147.52,5.2446,-112.41,-8.7058,-99.958,-74.975,5.0305e-08,25.276,4.0701,-24.349,-3.931,-172.55,-75.524,3.9185e-08,-171.08,6.9399,-34.231,-4.9879,-67.712,-77.776,1.4027e-07,92.47,1.3713,87.525,-1.3742,55.438,-78.02,1.4033e-07,93.016,1.3798,90.728,-1.3517,150.67,-78.383,1.4147e-07,82.795,1.355,82.032,-1.3612,8,-2.263e-08,1.5
141.4,-56.569,2.2336e-08,115.02,8.5885,-64.983,-8.5885,-2.245,-60.812,2.3539e-08,-151,17.347,-65.846,-8.3144,-170.64,-63.5,2.5846e-08,55.831,7.8514,-52.472,-7.5295,165.56,-63.738,2.2926e-08,116.86,8.4573,-97.369,-9.3856,46.341,-67.23,2.41e-08,-153.49,16.31,-96.919,-8.8121,-165.97,-67.918,2.6893e-08,-18.076,12.475,-54.234,-7.201,18.06,-68.174,2.6693e-08,53.688,7.551,-101.87,-9.2917,-81.414,-68.915,4.1346e-08,149.68,4.8854,-30.059,-4.7432,167.46,-72.751,4.2513e-08,150.53,4.6822,-114.37,-8.636,54.232,-73.084,2.7708e-08,-16.773,11.163,-101.15,-8.6986,5.901,-74.124,4.7272e-08,28.606,4.5611,-26.047,-4.1858,-105.82,-76.442,4.2008e-08,-172.17,5.3315,-31.72,-4.6869,134.96,-77.751,1.4045e-07,93.838,1.3695,86.154,-1.3724,-130.09,-78.117,1.4054e-07,94.389,1.3761,91.057,-1.3537,151.87,-78.277,1.4105e-07,84.563,1.3765,83.393,-1.3613,9,-2.263e-08,1.5
