,фаза 1-го луча,мощность 1-го луча,врем€ 1-го луча,AоD phi 1-го луча,AоD theta 1-го луча,AоA phi 1-го луча,Aој theta 1-го луча,фаза 2-го луча,мощность 2-го луча,врем€ 2-го луча,AоD phi 2-го луча,AоD theta 2-го луча,AоA phi 2-го луча,Aој theta 2-го луча,фаза 3-го луча,мощность 3-го луча,врем€ 3-го луча,AоD phi 3-го луча,AоD theta 3-го луча,AоA phi 3-го луча,Aој theta 3-го луча,фаза 4-го луча,мощность 4-го луча,врем€ 4-го луча,AоD phi 4-го луча,AоD theta 4-го луча,AоA phi 4-го луча,Aој theta 4-го луча,фаза 5-го луча,мощность 5-го луча,врем€ 5-го луча,AоD phi 5-го луча,AоD theta 5-го луча,AоA phi 5-го луча,Aој theta 5-го луча,фаза 6-го луча,мощность 6-го луча,врем€ 6-го луча,AоD phi 6-го луча,AоD theta 6-го луча,AоA phi 6-го луча,Aој theta 6-го луча,фаза 7-го луча,мощность 7-го луча,врем€ 7-го луча,AоD phi 7-го луча,AоD theta 7-го луча,AоA phi 7-го луча,Aој theta 7-го луча,фаза 8-го луча,мощность 8-го луча,врем€ 8-го луча,AоD phi 8-го луча,AоD theta 8-го луча,AоA phi 8-го луча,Aој theta 8-го луча,фаза 9-го луча,мощность 9-го луча,врем€ 9-го луча,AоD phi 9-го луча,AоD theta 9-го луча,AоA phi 9-го луча,Aој theta 9-го луча,фаза 10-го луча,мощность 10-го луча,врем€ 10-го луча,AоD phi 10-го луча,AоD theta 10-го луча,AоA phi 10-го луча,Aој theta 10-го луча,фаза 11-го луча,мощность 11-го луча,врем€ 11-го луча,AоD phi 11-го луча,AоD theta 11-го луча,AоA phi 11-го луча,Aој theta 11-го луча,фаза 12-го луча,мощность 12-го луча,врем€ 12-го луча,AоD phi 12-го луча,AоD theta 12-го луча,AоA phi 12-го луча,Aој theta 12-го луча,фаза 13-го луча,мощность 13-го луча,врем€ 13-го луча,AоD phi 13-го луча,AоD theta 13-го луча,AоA phi 13-го луча,Aој theta 13-го луча,фаза 14-го луча,мощность 14-го луча,врем€ 14-го луча,AоD phi 14-го луча,AоD theta 14-го луча,AоA phi 14-го луча,Aој theta 14-го луча,фаза 15-го луча,мощность 15-го луча,врем€ 15-го луча,AоD phi 15-го луча,AоD theta 15-го луча,AоA phi 15-го луча,Aој theta 15-го луча,x,y,z,N
76,-22.321,-59.433,0.0,-168.21,11.443,11.763,-11.55,118.56,-64.685,0.0,-169.11,10.67,169.12,-10.7,90.873,-73.822,0.0,-125.54,10.924,3.947,-10.95,121.02,-75.887,0.0,-168.65,10.632,180.0,-10.7,-50.349,-77.635,0.0,-175.19,4.496,4.438,-4.45,-7.463,-79.129,0.0,-162.27,55.012,10.15,7.38,-154.41,-79.475,0.0,-125.54,10.06,176.36,-10.2,178.21,-79.807,0.0,-154.97,9.585,3.98,-9.5,125.55,-80.414,0.0,-125.54,9.257,3.216,-9.2,19.955,-80.444,0.0,106.1,3.09,-106.12,-3.05,132.74,-81.196,0.0,104.95,3.227,-75.071,-3.05,-14.255,-81.56,0.0,36.705,3.112,36.579,-3.1,169.26,-81.921,0.0,-82.968,2.589,-75.31,-2.9,87.965,-83.055,0.0,-175.34,4.332,4.237,-4.25,45.828,-83.065,0.0,-175.65,4.564,175.67,-4.3,11.0,7.0,1.5,8
77,81.198,-60.866,0.0,-170.18,9.629,9.763,-9.65,-153.78,-66.185,0.0,-170.91,9.042,170.8,-9.05,13.6,-67.891,0.0,-154.98,9.556,3.98,-9.5,122.88,-73.473,0.0,-154.98,8.869,176.37,-8.95,38.109,-74.078,0.0,-154.98,8.242,3.207,-8.15,-142.87,-76.454,0.0,-170.51,9.03,180.0,-9.05,-137.99,-77.494,0.0,-168.84,36.346,9.05,7.404,-119.91,-78.498,0.0,132.09,26.689,41.7,5.612,17.666,-79.248,0.0,-164.36,8.212,3.966,-8.25,31.831,-80.329,0.0,60.351,2.227,60.374,-2.3,-18.2,-82.126,0.0,-169.97,-36.447,9.65,-32.967,-24.539,-82.991,0.0,-169.45,36.403,171.5,6.675,101.86,-83.669,0.0,-176.1,4.044,3.984,-3.95,59.167,-83.731,0.0,-176.08,4.13,175.95,-4.0,34.774,-83.903,0.0,-176.25,3.9,3.884,-3.85,12.0,7.0,1.5,8
78,-111.45,-62.068,0.0,-162.45,8.216,5.128,-8.25,153.92,-62.116,0.0,-171.63,8.25,8.363,-8.3,66.082,-65.507,0.0,140.54,6.443,39.479,-6.5,-90.625,-67.478,0.0,-172.1,7.809,172.09,-7.85,-4.671,-67.582,0.0,-162.15,7.788,175.15,-7.8,94.101,-69.39,0.0,142.13,6.266,142.12,-6.25,-99.238,-74.585,0.0,-162.41,7.258,3.956,-7.2,69.893,-75.424,0.0,-164.36,8.22,3.966,-8.25,21.053,-76.0,0.0,-162.41,7.785,180.0,-7.8,169.08,-76.801,0.0,138.92,20.648,38.15,5.908,-143.28,-76.915,0.0,137.39,6.503,37.512,-6.45,60.017,-76.98,0.0,-158.2,8.166,5.886,-8.25,-74.385,-77.092,0.0,-171.83,7.804,180.0,-7.85,122.72,-78.769,0.0,-168.69,7.205,3.957,-7.25,-23.729,-78.93,0.0,-176.21,3.883,3.884,-3.85,13.0,7.0,1.5,8
79,-152.35,-63.22,0.0,-172.67,7.244,7.283,-7.25,-10.5,-67.107,0.0,-168.69,7.215,5.872,-7.25,-43.247,-68.607,0.0,-173.07,6.905,173.03,-6.9,-146.15,-71.833,0.0,125.3,4.23,54.625,-4.25,93.892,-72.912,0.0,-168.69,6.883,174.49,-6.9,-71.686,-75.184,0.0,146.69,5.931,37.527,-5.95,-61.414,-76.96,0.0,146.69,5.75,144.9,-5.75,-23.301,-77.749,0.0,-172.85,6.902,180.0,-6.9,-46.013,-78.062,0.0,115.34,3.156,64.522,-3.15,110.18,-78.238,0.0,126.7,4.191,126.71,-4.15,-170.33,-78.546,0.0,-171.16,6.42,3.95,-6.45,-13.321,-79.512,0.0,-176.41,3.656,3.632,-3.6,10.088,-79.638,0.0,-121.13,3.545,-121.49,-3.65,175.26,-79.836,0.0,147.51,5.514,147.54,-5.45,-15.8,-83.177,0.0,124.6,12.018,53.85,4.438,14.0,7.0,1.5,8
80,-111.33,-64.206,0.0,-173.5,6.436,6.466,-6.45,50.979,-68.115,0.0,-172.41,6.425,5.862,-6.45,-6.549,-69.609,0.0,-173.81,6.182,173.78,-6.15,92.61,-72.827,0.0,-140.21,5.014,40.975,-4.9,95.005,-72.872,0.0,-138.91,5.018,40.774,-4.9,152.53,-73.915,0.0,-172.41,6.2,174.48,-6.15,143.38,-76.488,0.0,-123.89,3.583,55.888,-3.65,159.49,-78.011,0.0,129.93,3.976,129.89,-4.0,-122.41,-78.335,0.0,-172.75,5.789,3.945,-5.8,16.115,-78.389,0.0,-173.63,6.18,180.0,-6.15,-4.404,-80.057,0.0,-176.53,3.402,3.381,-3.4,-47.853,-80.304,0.0,152.93,5.458,37.545,-5.45,112.51,-81.471,0.0,-4.656,5.437,5.9,-5.25,23.917,-81.853,0.0,-33.41,4.105,37.533,-4.35,156.34,-82.077,0.0,-126.71,3.742,-53.515,-3.9,15.0,7.0,1.5,8
81,-129.75,-61.643,0.0,-26.567,9.763,153.44,-9.75,104.89,-66.706,0.0,60.96,5.269,118.89,-5.35,-148.63,-71.019,0.0,-160.26,7.396,160.13,-7.45,16.766,-71.699,0.0,-26.079,9.758,149.03,-9.75,-78.416,-71.891,0.0,61.073,5.269,119.09,-5.35,169.85,-72.459,0.0,-8.927,4.435,8.851,-4.4,-152.86,-73.628,0.0,-22.521,10.166,164.7,-10.15,-11.943,-74.157,0.0,58.31,5.209,121.67,-5.15,-44.175,-74.67,0.0,-163.47,-12.823,164.75,-13.825,46.639,-75.206,0.0,-164.31,7.759,164.72,-7.6,50.498,-76.841,0.0,-27.759,9.755,156.79,-9.75,-82.515,-77.663,0.0,-8.571,4.257,171.36,-4.3,-141.16,-78.326,0.0,58.134,5.334,116.98,-5.3,-42.006,-78.413,0.0,-161.14,-14.499,159.9,-12.925,44.908,-78.728,0.0,-172.25,3.565,7.692,-3.85,1.0,8.0,1.5,2
82,152.24,-65.76,0.0,-31.868,11.443,149.04,-11.45,154.22,-68.611,0.0,-166.34,6.778,166.28,-6.75,29.661,-71.308,0.0,-162.38,6.571,162.42,-6.65,124.19,-71.75,0.0,-9.641,4.73,9.609,-4.8,102.89,-72.126,0.0,67.241,5.294,112.8,-5.25,-44.874,-74.048,0.0,-166.5,6.776,164.72,-6.75,121.88,-75.644,0.0,-165.63,-11.228,166.5,-12.325,120.99,-75.648,0.0,-166.13,-10.858,166.35,-12.425,-133.1,-76.122,0.0,-28.74,12.079,164.7,-12.05,-124.82,-76.927,0.0,-9.303,4.572,170.69,-4.65,-163.2,-78.599,0.0,70.641,5.514,116.97,-5.55,-62.264,-78.957,0.0,67.84,5.286,119.07,-5.25,73.597,-79.333,0.0,-172.61,3.544,7.189,-3.6,12.021,-79.559,0.0,-6.994,3.523,172.95,-3.5,173.84,-79.702,0.0,-166.54,-6.356,166.1,-16.125,2.0,8.0,1.5,2
83,-110.82,-67.159,0.0,-40.43,13.615,149.0,-13.6,-113.85,-69.594,0.0,-167.79,6.09,167.71,-6.05,69.939,-70.981,0.0,-10.552,5.208,10.468,-5.2,171.15,-71.774,0.0,-164.24,6.016,164.21,-5.95,-41.898,-74.436,0.0,72.282,5.426,107.76,-5.45,35.174,-75.727,0.0,-168.14,6.086,164.74,-6.05,-174.87,-76.121,0.0,-10.114,5.086,169.87,-5.0,-106.45,-76.509,0.0,-167.21,-10.041,167.9,-11.075,-29.502,-77.03,0.0,16.26,5.036,17.844,-5.05,177.57,-78.595,0.0,12.537,3.566,167.37,-3.7,-15.132,-78.973,0.0,-7.456,3.659,172.49,-3.75,-3.045,-79.559,0.0,168.57,3.288,11.445,-3.35,-0.504,-79.652,0.0,-164.14,6.015,164.71,-5.95,98.647,-79.893,0.0,-173.2,3.303,6.787,-3.4,8.097,-79.957,0.0,76.756,4.079,103.24,-4.1,3.0,8.0,1.5,2
84,4.387,-70.138,0.0,-11.545,5.746,11.532,-5.7,-174.69,-70.267,0.0,19.615,5.532,19.013,-5.5,-39.846,-70.484,0.0,-168.91,5.488,168.9,-5.5,-37.344,-72.521,0.0,-32.905,16.169,140.71,-16.2,125.07,-75.231,0.0,-11.079,5.476,168.9,-5.5,98.637,-77.148,0.0,-169.38,5.484,164.73,-5.5,-0.869,-77.343,0.0,-168.77,-8.853,168.95,-10.175,-88.127,-77.432,0.0,-165.84,5.391,164.72,-5.45,-46.307,-78.346,0.0,-8.084,3.922,171.99,-4.0,160.56,-78.374,0.0,-73.43,7.328,106.46,-7.4,110.71,-78.711,0.0,-32.905,18.117,119.1,-18.15,9.297,-79.347,0.0,-168.46,-8.91,169.05,-10.125,54.221,-80.115,0.0,169.1,3.192,10.791,-3.15,120.67,-80.418,0.0,-173.67,3.18,6.435,-3.2,112.22,-81.219,0.0,-25.561,14.124,140.75,-14.15,4.0,8.0,1.5,2
85,174.77,-60.97,0.0,-47.984,20.377,131.95,-20.4,-79.977,-63.408,0.0,-57.529,23.196,119.11,-23.2,38.779,-68.61,0.0,-77.907,9.922,102.1,-9.9,-76.114,-69.213,0.0,-12.819,6.504,12.802,-6.3,149.56,-70.935,0.0,-40.247,17.747,140.72,-17.75,20.843,-71.296,0.0,-169.88,5.052,169.87,-5.0,-73.277,-71.346,0.0,-57.529,20.152,140.74,-20.15,43.564,-72.711,0.0,60.255,15.375,106.47,-15.45,-150.81,-73.033,0.0,-81.459,9.869,119.06,-9.8,51.869,-74.242,0.0,-12.05,6.169,167.71,-6.05,-161.62,-77.048,0.0,114.68,5.176,114.75,-5.2,-82.555,-77.663,0.0,-8.286,4.083,171.36,-4.3,32.737,-78.0,0.0,114.26,5.172,119.06,-5.2,106.18,-78.09,0.0,-40.247,20.102,119.08,-20.1,150.14,-78.343,0.0,-170.44,5.047,164.7,-5.0,5.0,8.0,1.5,2
86,-4.356,-47.565,0.0,-111.8,24.903,68.199,-24.903,61.725,-55.59,0.0,-120.97,23.208,120.96,-23.2,121.73,-60.519,0.0,-132.02,20.377,131.95,-20.4,59.267,-61.45,0.0,-16.393,8.006,16.386,-8.05,-151.23,-66.341,0.0,-15.516,7.653,164.47,-7.6,84.769,-68.422,0.0,-167.18,6.504,12.802,-6.3,-102.69,-68.452,0.0,-93.184,3.979,-86.826,-3.95,-5.368,-68.834,0.0,-94.778,3.966,-94.745,-3.95,-16.521,-69.727,0.0,66.22,3.399,66.141,-3.4,124.05,-70.791,0.0,-116.57,22.32,180.0,-22.3,165.06,-72.903,0.0,-139.75,17.747,140.72,-17.75,-149.01,-73.518,0.0,-167.95,6.169,167.71,-6.05,78.458,-73.597,0.0,-64.697,3.584,-64.742,-3.6,119.56,-74.219,0.0,-63.425,3.56,-116.56,-3.55,24.045,-75.953,0.0,91.305,1.666,88.614,-1.7,7.0,8.0,1.5,10
87,7.122,-49.212,0.0,-131.99,20.387,48.013,-20.387,158.14,-54.595,0.0,-137.73,18.589,137.72,-18.6,-102.99,-60.017,0.0,-19.032,9.272,19.022,-9.25,66.928,-63.602,0.0,-144.46,16.207,144.46,-16.2,66.356,-64.785,0.0,-17.859,8.678,162.11,-8.75,-0.036,-68.34,0.0,-97.119,3.936,-82.867,-3.95,161.03,-69.519,0.0,-168.46,5.746,11.532,-5.7,-70.789,-70.874,0.0,-135.0,18.275,180.0,-18.25,144.69,-72.034,0.0,-68.052,3.658,-68.066,-3.7,-115.84,-72.655,0.0,-66.768,3.649,-113.32,-3.65,-105.92,-72.898,0.0,-143.53,16.193,149.04,-16.2,173.59,-74.073,0.0,-149.61,14.243,149.03,-14.2,-79.62,-74.666,0.0,-168.92,5.476,168.9,-5.5,-62.522,-74.868,0.0,33.973,7.058,145.88,-6.9,-40.315,-75.204,0.0,-124.27,3.23,-55.771,-3.3,8.0,8.0,1.5,10
88,112.97,-51.138,0.0,-144.46,16.205,35.538,-16.205,96.409,-55.571,0.0,-148.0,14.842,147.97,-14.85,34.753,-58.393,0.0,-22.762,10.831,22.582,-10.9,-125.27,-63.007,0.0,-21.039,10.283,158.96,-10.15,-145.22,-68.109,0.0,-102.53,3.862,-102.53,-3.9,-91.533,-68.177,0.0,-100.99,3.9,-78.974,-3.9,-136.61,-70.498,0.0,-169.45,5.208,10.468,-5.2,55.451,-70.78,0.0,-71.594,3.842,-71.557,-3.75,-141.34,-71.226,0.0,-70.078,3.682,-109.84,-3.75,-79.725,-72.088,0.0,-152.74,13.108,149.0,-13.1,-49.264,-73.977,0.0,-146.31,14.724,180.0,-14.7,-22.426,-75.68,0.0,-169.89,5.086,169.87,-5.0,80.082,-75.891,0.0,94.675,1.655,85.263,-1.7,122.5,-77.091,0.0,-9.229,4.577,8.851,-4.4,-153.69,-78.163,0.0,-156.45,11.67,149.02,-11.7,9.0,8.0,1.5,10
89,-173.6,-60.48,0.0,-157.24,10.831,22.582,-10.9,35.608,-64.944,0.0,-158.96,10.283,158.96,-10.15,-118.08,-73.726,0.0,-7.703,3.793,7.692,-3.85,-26.632,-77.381,0.0,-170.77,4.577,8.851,-4.4,-15.126,-78.973,0.0,-7.476,3.695,172.49,-3.75,27.865,-79.002,0.0,-8.872,3.79,5.888,-3.85,98.621,-79.893,0.0,-173.18,3.108,6.787,-3.4,24.683,-80.095,0.0,-106.39,9.303,3.978,-9.35,-17.934,-80.913,0.0,-158.19,10.155,180.0,-10.15,-29.861,-80.978,0.0,-147.41,51.646,19.7,7.062,-139.94,-82.002,0.0,34.081,3.213,34.028,-3.2,-157.72,-82.028,0.0,-82.377,2.792,-74.897,-2.75,9.474,-82.292,0.0,-109.95,3.657,-109.84,-3.75,80.903,-82.599,0.0,-171.71,4.083,171.36,-4.3,-165.3,-82.918,0.0,-108.39,3.889,-71.557,-3.75,11.0,8.0,1.5,8
90,68.891,-61.67,0.0,-160.97,9.272,19.022,-9.25,134.92,-64.013,0.0,141.58,7.803,38.417,-7.65,-116.09,-66.299,0.0,-162.14,8.678,162.11,-8.75,150.78,-67.923,0.0,143.45,7.331,143.42,-7.4,-151.38,-73.115,0.0,-8.247,4.107,8.246,-4.1,-56.996,-73.374,0.0,139.09,7.665,37.513,-7.7,-84.048,-77.02,0.0,-158.42,34.894,17.65,7.147,57.528,-77.785,0.0,-131.42,8.634,3.97,-8.65,23.868,-77.846,0.0,145.99,6.932,145.9,-6.95,11.872,-78.08,0.0,-171.75,4.113,8.246,-4.1,-46.299,-78.346,0.0,-8.045,3.961,171.99,-4.0,-17.313,-78.558,0.0,-9.949,4.098,5.89,-4.1,-61.181,-79.325,0.0,139.09,7.441,144.92,-7.35,120.67,-80.422,0.0,-173.38,3.159,6.385,-3.2,-146.67,-80.673,0.0,-161.5,8.743,180.0,-8.7,12.0,8.0,1.5,8
91,-116.09,-62.742,0.0,-163.61,8.006,16.386,-8.05,37.245,-67.519,0.0,-164.48,7.653,164.47,-7.6,-118.45,-70.844,0.0,124.19,4.693,55.767,-4.75,169.86,-72.459,0.0,-8.977,4.459,8.851,-4.4,65.565,-75.241,0.0,-145.78,7.786,3.961,-7.75,-119.68,-76.806,0.0,152.53,6.962,37.547,-6.9,155.74,-77.571,0.0,125.78,4.624,125.74,-4.65,-82.503,-77.663,0.0,-8.524,4.228,171.36,-4.3,-72.41,-77.746,0.0,-11.318,4.438,5.892,-4.4,160.26,-77.757,0.0,113.73,3.398,66.141,-3.4,44.911,-78.728,0.0,-172.29,3.755,7.692,-3.85,-114.02,-79.324,0.0,152.53,6.689,144.9,-6.65,84.765,-80.343,0.0,-162.74,25.524,15.7,7.219,20.664,-80.742,0.0,-164.06,7.635,180.0,-7.6,168.85,-80.857,0.0,-145.78,7.397,176.37,-7.35,13.0,8.0,1.5,8
92,15.522,-63.714,0.0,-165.62,7.059,14.385,-7.1,154.21,-68.611,0.0,-166.31,6.764,166.28,-6.75,124.2,-71.75,0.0,-9.674,4.66,9.609,-4.8,113.63,-72.623,0.0,-154.09,6.954,3.954,-6.95,-141.39,-76.599,0.0,-13.195,4.848,5.895,-4.75,-124.81,-76.927,0.0,-9.293,4.494,170.69,-4.65,-118.73,-77.209,0.0,129.34,4.454,129.36,-4.4,-144.77,-78.076,0.0,-154.09,6.61,176.36,-6.65,120.31,-78.794,0.0,-154.09,6.209,3.194,-6.2,73.594,-79.333,0.0,-172.71,3.572,7.189,-3.6,45.344,-80.202,0.0,-119.47,3.474,-119.69,-3.45,58.138,-80.25,0.0,-118.51,3.459,-61.568,-3.5,147.19,-80.802,0.0,-165.98,6.754,180.0,-6.75,-2.525,-81.278,0.0,-35.241,4.003,37.512,-3.9,131.51,-81.302,0.0,159.62,6.212,37.548,-6.25,14.0,8.0,1.5,8
93,117.77,-64.606,0.0,-167.19,6.341,12.802,-6.3,-113.86,-69.594,0.0,-167.76,6.074,167.71,-6.05,15.186,-70.278,0.0,-159.3,6.263,3.948,-6.25,69.942,-70.981,0.0,-10.721,5.223,10.468,-5.2,131.1,-74.73,0.0,-15.796,5.025,5.899,-5.2,115.44,-75.704,0.0,-159.3,5.993,176.39,-6.0,-174.87,-76.121,0.0,-10.085,5.259,169.87,-5.0,19.803,-76.167,0.0,-159.3,5.637,3.19,-5.65,165.19,-78.549,0.0,-38.571,4.073,38.526,-4.15,-86.285,-79.268,0.0,164.66,3.25,15.3,-3.3,-161.13,-79.538,0.0,-158.97,5.635,3.944,-5.65,98.63,-79.893,0.0,-173.21,3.342,6.787,-3.4,65.724,-80.201,0.0,-51.787,3.107,52.409,-3.25,78.342,-80.261,0.0,-158.97,3.328,1.528,-3.35,-130.17,-80.469,0.0,-15.796,5.042,174.49,-5.0,15.0,8.0,1.5,8
94,-99.985,-63.425,0.0,-147.3,8.587,149.16,-8.1,175.98,-69.071,0.0,-35.076,8.979,149.01,-9.0,86.816,-70.441,0.0,-148.86,7.901,149.03,-8.15,-26.455,-72.456,0.0,-13.234,4.349,13.163,-4.35,-94.938,-72.838,0.0,55.367,5.585,124.62,-5.6,72.584,-72.978,0.0,-166.48,4.335,12.407,-4.1,64.506,-73.186,0.0,-143.13,7.871,149.48,-8.15,54.196,-74.896,0.0,57.883,5.735,119.08,-5.8,99.706,-77.353,0.0,-12.786,4.184,167.18,-4.25,-165.27,-77.918,0.0,-168.63,3.832,167.88,-4.0,-179.88,-79.373,0.0,129.28,5.306,127.63,-5.35,-30.429,-79.5,0.0,-151.08,8.387,164.71,-8.45,-19.84,-79.884,0.0,-9.896,3.224,170.11,-3.3,51.207,-80.312,0.0,-170.76,2.549,170.53,-3.15,106.65,-80.584,0.0,35.144,3.67,35.096,-3.65,1.0,9.0,1.5,2
95,94.83,-68.965,0.0,-156.34,6.438,156.28,-6.35,-126.58,-70.224,0.0,-41.727,10.226,149.0,-10.25,-117.42,-71.759,0.0,-14.346,4.686,14.223,-4.7,-8.671,-72.596,0.0,64.29,6.03,116.99,-6.1,141.9,-73.59,0.0,-168.76,3.728,11.651,-3.85,14.998,-76.589,0.0,-13.74,4.553,166.15,-4.55,-134.32,-78.226,0.0,64.29,5.748,114.75,-5.75,-100.35,-78.576,0.0,-169.22,3.645,168.64,-3.75,75.955,-79.013,0.0,-167.91,7.12,149.5,-7.2,175.95,-79.206,0.0,-29.578,9.99,140.71,-10.0,-68.739,-79.314,0.0,-10.438,3.392,169.49,-3.5,-102.77,-79.499,0.0,37.381,3.865,37.309,-3.85,141.93,-79.717,0.0,-156.81,-6.01,155.95,-15.225,19.794,-80.154,0.0,-159.13,6.468,164.7,-6.55,-38.285,-80.417,0.0,-167.91,3.728,11.601,-3.85,2.0,9.0,1.5,2
96,135.01,-71.01,0.0,-15.492,5.093,15.537,-5.1,36.139,-71.885,0.0,-37.875,11.678,140.72,-11.65,177.44,-72.601,0.0,70.431,5.93,109.58,-6.0,-84.478,-75.762,0.0,-14.955,4.873,164.99,-4.95,-124.12,-78.708,0.0,-11.131,3.664,168.83,-3.7,-74.895,-78.954,0.0,153.65,3.036,26.613,-3.05,14.861,-79.417,0.0,71.59,6.001,119.07,-5.95,-153.81,-79.42,0.0,-161.59,5.897,164.7,-5.9,33.322,-79.665,0.0,-169.73,3.37,10.092,-3.35,-102.67,-79.68,0.0,-32.473,10.631,140.73,-10.6,-163.22,-79.871,0.0,-37.875,12.669,119.07,-12.65,179.68,-81.44,0.0,-7.125,5.022,17.846,-5.1,-76.526,-82.272,0.0,69.141,6.018,106.5,-5.95,40.583,-82.82,0.0,83.66,6.293,116.97,-6.25,128.7,-83.168,0.0,-172.88,6.391,149.51,-6.4,3.0,9.0,1.5,2
97,-103.16,-63.607,0.0,-46.969,13.693,133.01,-13.7,6.405,-70.201,0.0,-17.082,5.662,17.005,-5.55,59.979,-70.949,0.0,-51.009,15.003,119.08,-15.0,43.211,-73.404,0.0,-51.009,13.624,140.75,-13.65,157.37,-73.859,0.0,-160.56,5.254,160.56,-5.3,-178.55,-74.809,0.0,-42.397,12.456,140.76,-12.4,157.14,-74.859,0.0,-16.351,5.263,163.6,-5.4,66.064,-77.448,0.0,-74.249,6.601,103.7,-6.55,142.81,-77.479,0.0,-12.095,5.689,17.859,-5.55,172.54,-78.063,0.0,-12.256,3.89,168.12,-3.95,109.61,-78.34,0.0,-11.907,4.17,164.74,-4.3,-4.029,-78.861,0.0,-163.44,5.409,164.74,-5.35,-53.335,-78.881,0.0,-12.095,4.174,166.89,-4.3,78.802,-80.21,0.0,-170.34,3.243,9.539,-3.15,88.636,-80.338,0.0,-49.578,13.615,149.0,-13.6,4.0,9.0,1.5,2
98,-48.58,-58.809,0.0,-68.193,17.196,111.77,-17.2,20.123,-64.722,0.0,-59.01,15.953,120.93,-15.95,138.32,-65.46,0.0,-71.565,17.131,119.07,-17.15,108.25,-71.316,0.0,-165.02,4.904,164.99,-4.95,105.14,-71.353,0.0,-79.715,8.54,100.31,-8.45,-134.15,-71.903,0.0,-13.915,5.261,165.96,-4.6,-177.29,-73.665,0.0,-58.253,15.946,119.06,-15.95,-38.045,-74.091,0.0,-162.21,4.869,162.16,-4.85,159.41,-74.298,0.0,-36.87,16.677,106.47,-16.8,-90.193,-74.675,0.0,-82.996,8.398,119.1,-8.4,-77.264,-75.853,0.0,117.25,5.651,116.99,-5.65,-80.65,-76.122,0.0,-165.02,4.904,164.74,-4.95,-48.307,-77.092,0.0,-71.565,15.371,140.73,-15.4,29.671,-77.199,0.0,-14.242,5.256,164.71,-4.6,35.255,-80.672,0.0,-68.498,13.617,149.0,-13.6,5.0,9.0,1.5,2
99,-40.779,-50.322,0.0,-104.93,17.853,75.069,-17.853,137.27,-54.52,0.0,-111.81,17.196,111.77,-17.2,162.71,-61.328,0.0,-23.83,7.679,23.787,-7.65,-94.115,-62.873,0.0,-120.99,15.953,120.93,-15.95,5.469,-65.65,0.0,-22.578,7.314,157.35,-7.3,-94.152,-69.039,0.0,-92.96,3.717,-87.006,-3.7,8.453,-69.399,0.0,-94.445,3.707,-94.472,-3.7,72.488,-71.625,0.0,-121.75,15.946,119.06,-15.95,-21.711,-73.463,0.0,-66.135,3.399,-66.208,-3.4,44.927,-74.082,0.0,-64.941,3.39,-115.06,-3.35,23.941,-75.695,0.0,91.392,1.777,88.614,-1.7,29.343,-76.658,0.0,78.353,1.7,78.359,-1.7,139.09,-77.593,0.0,-108.43,16.564,180.0,-16.55,78.026,-77.886,0.0,-11.493,3.744,11.45,-3.8,-39.034,-78.148,0.0,77.638,1.69,102.27,-1.7,7.0,9.0,1.5,10
100,-46.656,-51.271,0.0,-120.96,15.952,59.036,-15.952,-105.17,-58.678,0.0,-126.25,15.045,126.26,-15.05,-138.84,-60.058,0.0,-27.369,8.719,27.34,-8.7,97.719,-64.228,0.0,-25.803,8.284,154.17,-8.25,-133.65,-64.535,0.0,-133.03,13.693,133.01,-13.7,-179.65,-68.856,0.0,-162.92,5.662,17.005,-5.55,24.929,-68.942,0.0,-96.677,3.684,-83.348,-3.7,-16.774,-72.09,0.0,-69.323,3.435,-69.383,-3.5,106.66,-72.613,0.0,-68.062,3.441,-111.93,-3.45,-47.391,-72.752,0.0,-123.69,14.724,180.0,-14.7,-31.364,-73.597,0.0,-163.65,5.263,163.6,-5.4,21.166,-75.655,0.0,93.811,1.77,93.816,-1.7,-89.232,-75.668,0.0,93.107,1.713,86.866,-1.75,68.947,-76.026,0.0,-122.49,3.275,-57.532,-3.1,-150.08,-76.476,0.0,80.072,1.728,80.01,-1.7,8.0,9.0,1.5,10
101,67.201,-52.566,0.0,-133.03,13.695,46.975,-13.695,-168.09,-57.37,0.0,-136.85,12.842,136.85,-12.85,179.48,-58.766,0.0,-31.983,10.091,32.011,-10.0,105.83,-62.794,0.0,-29.95,9.487,150.01,-9.45,88.818,-66.705,0.0,-141.71,11.676,141.69,-11.65,-77.347,-68.728,0.0,-101.73,3.63,-101.75,-3.65,-38.178,-68.795,0.0,-100.31,3.659,-79.706,-3.65,-56.931,-69.878,0.0,-164.51,5.093,15.537,-5.1,-162.22,-71.056,0.0,-72.744,3.538,-72.674,-3.55,-135.07,-71.184,0.0,-145.73,10.628,145.68,-10.65,22.722,-71.427,0.0,-71.335,3.607,-108.66,-3.5,117.0,-74.681,0.0,79.686,2.117,-79.887,-2.1,81.604,-74.702,0.0,-165.04,4.873,164.99,-4.95,-45.203,-74.715,0.0,-135.0,12.685,180.0,-12.7,34.243,-75.522,0.0,82.078,1.797,82.061,-1.7,9.0,9.0,1.5,10
