,фаза 1-го луча,мощность 1-го луча,врем€ 1-го луча,AоD phi 1-го луча,AоD theta 1-го луча,AоA phi 1-го луча,Aој theta 1-го луча,фаза 2-го луча,мощность 2-го луча,врем€ 2-го луча,AоD phi 2-го луча,AоD theta 2-го луча,AоA phi 2-го луча,Aој theta 2-го луча,фаза 3-го луча,мощность 3-го луча,врем€ 3-го луча,AоD phi 3-го луча,AоD theta 3-го луча,AоA phi 3-го луча,Aој theta 3-го луча,фаза 4-го луча,мощность 4-го луча,врем€ 4-го луча,AоD phi 4-го луча,AоD theta 4-го луча,AоA phi 4-го луча,Aој theta 4-го луча,фаза 5-го луча,мощность 5-го луча,врем€ 5-го луча,AоD phi 5-го луча,AоD theta 5-го луча,AоA phi 5-го луча,Aој theta 5-го луча,фаза 6-го луча,мощность 6-го луча,врем€ 6-го луча,AоD phi 6-го луча,AоD theta 6-го луча,AоA phi 6-го луча,Aој theta 6-го луча,фаза 7-го луча,мощность 7-го луча,врем€ 7-го луча,AоD phi 7-го луча,AоD theta 7-го луча,AоA phi 7-го луча,Aој theta 7-го луча,фаза 8-го луча,мощность 8-го луча,врем€ 8-го луча,AоD phi 8-го луча,AоD theta 8-го луча,AоA phi 8-го луча,Aој theta 8-го луча,фаза 9-го луча,мощность 9-го луча,врем€ 9-го луча,AоD phi 9-го луча,AоD theta 9-го луча,AоA phi 9-го луча,Aој theta 9-го луча,фаза 10-го луча,мощность 10-го луча,врем€ 10-го луча,AоD phi 10-го луча,AоD theta 10-го луча,AоA phi 10-го луча,Aој theta 10-го луча,фаза 11-го луча,мощность 11-го луча,врем€ 11-го луча,AоD phi 11-го луча,AоD theta 11-го луча,AоA phi 11-го луча,Aој theta 11-го луча,фаза 12-го луча,мощность 12-го луча,врем€ 12-го луча,AоD phi 12-го луча,AоD theta 12-го луча,AоA phi 12-го луча,Aој theta 12-го луча,фаза 13-го луча,мощность 13-го луча,врем€ 13-го луча,AоD phi 13-го луча,AоD theta 13-го луча,AоA phi 13-го луча,Aој theta 13-го луча,фаза 14-го луча,мощность 14-го луча,врем€ 14-го луча,AоD phi 14-го луча,AоD theta 14-го луча,AоA phi 14-го луча,Aој theta 14-го луча,фаза 15-го луча,мощность 15-го луча,врем€ 15-го луча,AоD phi 15-го луча,AоD theta 15-го луча,AоA phi 15-го луча,Aој theta 15-го луча,x,y,z,N
0,44.951,-72.662,0.0,21.337,4.181,-21.337,-4.15,-126.42,-72.898,0.0,20.779,4.056,-159.27,-4.05,25.105,-78.205,0.0,163.34,3.232,-161.68,-3.6,161.51,-83.476,0.0,-19.29,3.868,-153.0,-3.9,-82.438,-83.709,0.0,-19.29,3.943,-27.866,-4.0,108.45,-83.905,0.0,109.44,3.524,109.44,-3.15,-130.38,-84.277,0.0,-153.51,3.575,-26.571,-3.45,-93.716,-85.028,0.0,72.953,3.266,106.99,-3.2,-16.336,-85.849,0.0,13.555,2.76,-13.504,-2.65,27.078,-86.236,0.0,162.64,3.234,-161.73,-3.6,-145.79,-86.477,0.0,162.64,3.838,-18.783,-3.65,-124.0,-87.528,0.0,157.05,3.146,-153.01,-3.4,-103.64,-87.716,0.0,11.369,2.317,-11.406,-2.25,-8.256,-87.937,0.0,157.05,3.543,-27.873,-3.45,-76.522,-88.188,0.0,128.66,4.399,-18.785,-3.9,1.0,1.0,1.5,1
1,-178.16,-72.048,0.0,22.973,4.485,-22.959,-4.45,23.122,-72.297,0.0,22.343,4.311,-157.74,-4.35,33.761,-72.47,0.0,-28.563,4.345,-28.463,-4.25,-77.308,-72.68,0.0,-27.775,4.164,-152.33,-4.15,45.078,-79.885,0.0,160.35,3.778,-18.814,-3.7,-146.1,-80.41,0.0,160.35,3.8,-161.73,-3.6,160.73,-84.143,0.0,-155.07,3.145,-25.12,-3.3,173.27,-84.599,0.0,-34.992,4.334,-27.862,-4.25,-101.55,-85.305,0.0,14.015,2.817,-14.212,-2.8,54.217,-85.433,0.0,-34.992,4.131,-152.98,-4.15,149.36,-86.043,0.0,65.644,4.975,119.08,-5.0,166.11,-86.339,0.0,-29.453,18.015,-27.95,3.258,45.184,-86.895,0.0,-28.529,18.265,-152.8,3.075,-51.652,-87.721,0.0,18.975,3.305,160.9,-3.35,-100.24,-88.311,0.0,23.859,18.93,-22.5,3.404,2.0,1.0,1.5,1
2,-78.168,-71.407,0.0,24.824,4.811,-24.85,-4.8,138.84,-71.668,0.0,24.087,4.691,-155.95,-4.65,3.623,-71.919,0.0,-30.356,4.59,-30.687,-4.55,-85.337,-72.138,0.0,-29.759,4.7,-150.26,-4.4,-156.42,-74.237,0.0,162.31,3.456,-17.787,-3.5,7.576,-74.448,0.0,162.47,3.493,-162.68,-3.4,-158.04,-78.468,0.0,-74.799,5.086,105.17,-4.65,-101.5,-81.026,0.0,54.153,3.087,-54.278,-3.1,-83.353,-81.624,0.0,13.13,2.474,-13.018,-2.6,-73.941,-83.242,0.0,72.682,5.252,106.47,-5.25,57.098,-83.357,0.0,-25.017,4.299,-149.54,-4.45,83.018,-83.482,0.0,73.083,-7.89,106.5,-8.35,135.17,-83.961,0.0,-25.017,4.558,-31.54,-4.55,62.502,-84.016,0.0,-156.28,3.211,-23.783,-3.1,164.48,-84.741,0.0,14.766,2.904,-14.918,-2.95,3.0,1.0,1.5,1
3,-24.334,-70.744,0.0,26.938,5.168,-27.055,-5.2,-147.61,-71.012,0.0,26.068,4.952,-153.87,-5.05,-21.376,-74.751,0.0,163.21,3.306,-16.756,-3.3,136.31,-74.952,0.0,163.62,3.15,-163.61,-3.25,56.983,-77.957,0.0,-37.028,4.684,-37.062,-4.65,38.449,-78.491,0.0,-35.986,4.471,-144.04,-4.55,-162.67,-81.162,0.0,13.665,2.709,-13.641,-2.7,-38.995,-82.482,0.0,163.27,-2.353,-16.8,-7.125,-61.382,-83.969,0.0,-157.45,3.071,-22.578,-2.95,60.199,-84.137,0.0,15.443,3.064,-15.721,-3.1,-133.37,-84.818,0.0,31.227,32.674,-25.9,3.275,87.547,-85.231,0.0,30.276,32.931,-154.95,3.125,57.505,-85.27,0.0,-54.462,4.947,-31.549,-4.85,-32.591,-85.46,0.0,21.443,3.737,158.46,-3.75,-22.979,-85.727,0.0,-54.462,4.984,-149.52,-4.7,4.0,1.0,1.5,1
4,-28.912,-70.054,0.0,29.483,5.585,-29.62,-5.65,-126.97,-70.326,0.0,28.568,5.499,-151.48,-5.45,98.817,-75.242,0.0,164.18,3.214,-15.871,-3.1,-108.63,-75.433,0.0,164.41,3.108,-164.5,-3.05,125.95,-76.633,0.0,-39.896,5.132,-40.082,-4.95,146.74,-77.141,0.0,-38.836,4.769,-141.19,-4.85,165.69,-78.071,0.0,-80.909,7.588,-99.234,-7.6,109.88,-80.68,0.0,14.288,3.392,-14.312,-2.8,-55.912,-83.507,0.0,16.595,3.506,-16.573,-3.25,120.73,-84.237,0.0,22.942,3.86,157.01,-4.0,54.29,-85.833,0.0,-156.63,3.1,-18.792,-3.05,-137.66,-86.526,0.0,-156.63,2.938,-161.7,-3.0,24.853,-87.482,0.0,13.757,3.198,-13.504,-2.65,166.06,-87.624,0.0,13.048,2.196,-166.72,-2.65,-149.31,-87.983,0.0,-15.705,2.33,-18.467,-2.8,5.0,1.0,1.5,1
5,-115.11,-54.308,0.0,99.09,11.171,-80.91,-11.171,-156.81,-54.436,0.0,103.49,11.006,-103.51,-11.0,174.05,-62.131,0.0,36.321,6.765,-36.331,-6.75,140.52,-62.419,0.0,34.809,6.52,-145.24,-6.5,119.67,-62.564,0.0,-96.364,7.662,-83.867,-7.65,-148.46,-67.175,0.0,150.52,5.585,-29.62,-5.65,106.06,-67.538,0.0,151.43,5.499,-151.48,-5.45,88.984,-68.644,0.0,-47.368,5.592,-47.43,-5.7,-158.94,-68.762,0.0,-45.792,5.44,-134.22,-5.55,85.338,-73.761,0.0,-140.1,5.132,-40.082,-4.95,35.928,-76.389,0.0,18.605,3.713,-18.683,-3.65,21.924,-77.582,0.0,91.094,1.394,88.852,-1.4,46.089,-78.307,0.0,80.565,1.414,80.597,-1.35,-131.46,-78.6,0.0,102.21,1.099,77.898,-1.4,43.978,-78.791,0.0,104.74,10.996,-99.462,-11.0,7.0,1.0,1.5,10
6,-104.1,-54.712,0.0,109.8,10.657,-70.201,-10.657,15.202,-54.943,0.0,113.75,10.376,-113.77,-10.35,-102.48,-61.559,0.0,40.732,7.421,-40.78,-7.45,-82.869,-61.754,0.0,38.9,7.169,-141.12,-7.15,-126.06,-62.171,0.0,-106.52,7.28,-106.56,-7.4,-9.983,-62.281,0.0,-103.77,7.38,-76.348,-7.5,-160.72,-68.087,0.0,153.06,5.168,-27.055,-5.2,70.256,-68.454,0.0,153.93,4.952,-153.87,-5.05,-37.717,-68.694,0.0,-50.037,5.985,-129.96,-5.9,141.91,-68.901,0.0,-51.923,6.18,-51.909,-6.05,-157.78,-72.854,0.0,113.67,2.311,66.381,-2.35,-141.67,-74.154,0.0,76.352,2.356,-76.447,-2.3,-8.797,-74.876,0.0,-142.97,4.684,-37.062,-4.65,-126.16,-75.543,0.0,19.792,3.883,-19.938,-3.9,-150.92,-77.413,0.0,82.266,1.354,82.2,-1.4,8.0,1.0,1.5,10
7,154.82,-55.347,0.0,119.25,9.898,-60.751,-9.898,110.5,-55.644,0.0,122.62,9.563,-122.64,-9.55,-91.815,-61.395,0.0,43.991,7.859,-136.15,-7.9,177.05,-61.428,0.0,46.179,8.247,-46.166,-8.2,-18.264,-62.047,0.0,-113.39,6.918,-113.38,-7.1,-131.17,-62.066,0.0,-110.77,7.221,-69.283,-7.2,132.08,-68.996,0.0,155.18,4.811,-24.85,-4.8,-15.509,-69.355,0.0,155.91,4.691,-155.95,-4.65,-99.631,-69.429,0.0,-54.959,6.358,-125.11,-6.3,-6.057,-69.768,0.0,-57.047,6.304,-57.027,-6.5,-72.484,-74.079,0.0,-54.757,6.358,-54.933,-6.3,-170.01,-74.51,0.0,-52.976,6.152,-127.13,-6.15,48.695,-74.647,0.0,21.335,4.305,-21.337,-4.15,168.54,-76.13,0.0,-145.68,4.46,-34.437,-4.35,129.6,-77.537,0.0,93.874,1.389,86.051,-1.4,9.0,1.0,1.5,10
8,161.56,-63.154,0.0,133.82,8.247,-46.166,-8.2,41.695,-63.589,0.0,-129.63,7.784,-50.391,-7.55,-86.708,-63.634,0.0,136.01,7.859,-136.15,-7.9,-145.5,-64.046,0.0,-131.9,7.521,-131.88,-7.3,47.188,-73.806,0.0,18.636,3.688,-18.683,-3.65,-143.11,-74.027,0.0,18.193,3.527,-161.78,-3.6,-142.55,-76.6,0.0,158.67,4.305,-21.337,-4.15,173.13,-76.75,0.0,-116.57,7.617,-49.584,-7.55,45.463,-76.883,0.0,159.01,4.081,-159.27,-4.05,-29.083,-78.306,0.0,-116.57,7.294,-132.78,-7.3,135.93,-79.18,0.0,163.4,3.506,-16.573,-3.25,-67.793,-79.413,0.0,163.34,3.121,-163.82,-3.2,129.37,-81.473,0.0,38.108,3.032,38.079,-3.05,-54.968,-82.187,0.0,18.539,-3.61,-18.75,-8.575,-158.85,-82.934,0.0,-153.43,4.366,-24.237,-4.05,11.0,1.0,1.5,9
9,-70.42,-64.271,0.0,139.27,7.421,-40.78,-7.45,-34.531,-64.654,0.0,141.1,7.169,-141.12,-7.15,-11.526,-71.845,0.0,56.59,2.955,-49.714,-2.95,144.94,-72.026,0.0,57.339,2.943,-131.23,-2.9,-121.77,-73.249,0.0,19.865,3.892,-19.938,-3.9,56.493,-73.476,0.0,19.358,3.801,-160.59,-3.8,-1.203,-75.56,0.0,-34.932,4.544,-34.917,-4.4,-45.081,-76.045,0.0,-33.943,4.384,-146.07,-4.3,49.351,-77.296,0.0,160.21,3.883,-19.938,-3.9,-132.87,-77.565,0.0,160.7,3.802,-160.59,-3.8,96.014,-77.699,0.0,135.4,28.105,-38.55,5.875,90.804,-77.939,0.0,137.11,28.788,-143.2,5.425,-79.772,-78.519,0.0,56.547,6.325,-49.6,4.874,71.094,-78.588,0.0,57.334,6.427,-131.35,4.475,167.79,-78.612,0.0,56.456,2.956,-49.614,-2.95,12.0,1.0,1.5,9
10,-116.58,-65.161,0.0,143.68,6.765,-36.331,-6.75,-137.62,-65.478,0.0,145.19,6.52,-145.24,-6.5,64.879,-70.16,0.0,-132.63,5.592,-47.43,-5.7,-168.39,-70.684,0.0,-134.21,5.44,-134.22,-5.55,44.97,-72.662,0.0,21.336,4.202,-21.337,-4.15,-126.4,-72.898,0.0,20.814,4.06,-159.27,-4.05,134.53,-75.859,0.0,113.92,3.171,-113.98,-3.25,37.321,-76.299,0.0,112.84,3.278,-67.254,-3.25,-59.605,-76.914,0.0,142.11,21.535,-35.05,6.148,-104.55,-77.519,0.0,143.63,21.929,-146.4,5.625,-142.85,-77.955,0.0,161.4,3.713,-18.683,-3.65,26.444,-78.215,0.0,161.82,3.479,-161.78,-3.6,-163.22,-79.286,0.0,60.524,2.966,-132.76,-3.0,93.518,-80.197,0.0,-156.85,3.105,-23.298,-3.05,-2.385,-80.271,0.0,165.23,2.904,-14.918,-2.95,13.0,1.0,1.5,9
11,65.971,-65.909,0.0,147.37,6.17,-32.691,-6.15,2.057,-66.174,0.0,148.62,5.938,-148.64,-5.95,-113.19,-71.536,0.0,-136.4,5.385,-43.472,-5.3,-178.15,-72.048,0.0,22.987,4.519,-22.959,-4.45,-44.059,-72.105,0.0,-137.97,5.293,-137.93,-5.15,114.26,-72.273,0.0,-25.67,4.339,-26.213,-4.35,23.126,-72.297,0.0,22.428,4.272,-157.74,-4.35,-17.717,-72.5,0.0,-25.252,4.016,-154.56,-4.25,10.596,-75.161,0.0,116.82,3.159,-116.86,-3.15,-32.177,-75.419,0.0,115.77,3.139,-64.314,-3.2,-102.27,-78.166,0.0,146.63,17.389,-31.9,6.374,4.937,-78.586,0.0,162.42,3.462,-17.554,-3.45,167.18,-78.832,0.0,162.75,3.301,-162.88,-3.4,179.02,-78.887,0.0,147.88,17.62,-149.35,5.825,166.62,-79.739,0.0,-44.999,4.776,-40.485,-5.05,14.0,1.0,1.5,9
12,149.6,-66.555,0.0,150.41,5.637,-29.62,-5.65,52.804,-66.793,0.0,151.47,5.46,-151.48,-5.45,-78.151,-71.407,0.0,24.772,4.832,-24.85,-4.8,138.85,-71.668,0.0,24.167,4.773,-155.95,-4.65,141.56,-71.688,0.0,-27.943,4.175,-28.259,-4.7,28.938,-71.922,0.0,-27.366,4.307,-152.62,-4.55,-177.74,-72.384,0.0,-146.31,5.694,-33.375,-5.4,120.48,-73.131,0.0,-146.31,5.301,-147.83,-5.25,139.03,-78.714,0.0,-145.98,13.707,-32.85,6.308,-49.778,-79.154,0.0,117.87,2.93,-117.86,-2.9,135.94,-79.179,0.0,163.42,3.301,-16.573,-3.25,-72.913,-79.374,0.0,116.85,2.901,-63.182,-2.95,70.486,-79.4,0.0,-146.19,14.995,-148.35,5.775,-67.726,-79.413,0.0,163.72,3.184,-163.82,-3.2,61.942,-79.841,0.0,150.02,14.566,-29.1,6.558,15.0,1.0,1.5,9
13,-72.168,-72.514,0.0,17.309,4.287,-17.383,-4.25,90.261,-72.771,0.0,16.887,4.142,-163.16,-4.15,69.225,-73.017,0.0,164.52,3.539,-16.417,-4.05,-134.17,-73.263,0.0,163.89,3.212,-164.06,-3.95,73.865,-73.326,0.0,-30.043,3.934,-30.03,-3.85,-22.425,-73.518,0.0,-29.242,3.716,-150.71,-3.8,53.798,-73.703,0.0,-150.88,3.546,-28.534,-3.7,-132.21,-79.042,0.0,163.64,-4.153,-164.05,-6.875,64.365,-79.045,0.0,163.28,-4.145,-16.4,-7.125,-94.972,-83.261,0.0,163.99,-4.625,-16.25,-6.875,66.734,-83.379,0.0,163.79,-4.678,-164.2,-6.725,-151.53,-83.895,0.0,-148.65,3.513,-27.833,-3.7,139.29,-84.023,0.0,71.879,3.406,107.97,-3.4,107.3,-84.932,0.0,-25.907,3.716,-149.51,-3.8,94.746,-84.98,0.0,52.053,2.758,-52.02,-2.75,1.0,2.0,1.5,1
14,136.78,-71.853,0.0,18.726,4.567,-18.726,-4.6,-51.887,-72.124,0.0,18.215,4.461,-161.88,-4.45,-174.25,-73.615,0.0,164.64,3.585,-15.317,-3.8,-23.942,-73.845,0.0,165.07,3.546,-165.07,-3.7,-27.227,-80.332,0.0,165.06,-3.367,-165.05,-6.925,175.21,-80.416,0.0,164.73,-3.362,-15.35,-7.175,-15.123,-80.794,0.0,-34.216,4.127,-31.534,-4.1,-101.13,-81.914,0.0,-34.216,4.035,-149.51,-4.0,32.115,-83.842,0.0,164.04,-4.568,-15.15,-6.425,-173.97,-84.071,0.0,164.82,-4.354,-165.2,-6.275,177.2,-85.745,0.0,11.331,2.771,-11.444,-2.85,12.216,-87.642,0.0,9.59,2.485,-9.53,-2.35,-159.76,-87.758,0.0,-34.216,3.946,-35.755,-3.95,74.215,-88.287,0.0,9.59,2.485,-9.53,-2.35,-161.28,-88.422,0.0,9.392,2.257,-170.62,-2.35,2.0,2.0,1.5,1
15,-40.609,-71.146,0.0,20.232,4.995,-20.358,-4.95,142.03,-71.435,0.0,19.732,4.824,-160.37,-4.8,-72.533,-74.177,0.0,165.79,3.57,-14.412,-3.55,72.785,-74.395,0.0,165.91,3.582,-165.97,-3.45,-15.579,-78.643,0.0,-37.918,4.124,-37.86,-4.2,-24.295,-79.112,0.0,-36.841,4.045,-143.12,-4.1,64.115,-81.551,0.0,166.49,-2.848,-165.85,-6.925,107.48,-84.487,0.0,70.287,5.747,106.46,-5.75,-113.1,-84.595,0.0,70.269,-8.986,106.5,-9.05,-48.059,-84.674,0.0,68.818,5.598,119.1,-5.65,115.37,-85.205,0.0,11.999,3.127,-12.014,-2.95,-84.267,-85.388,0.0,-153.61,3.036,-26.603,-3.05,-30.015,-87.205,0.0,9.922,2.63,-9.955,-2.45,-17.496,-87.316,0.0,-19.04,2.556,-18.8,-2.5,118.94,-87.604,0.0,-76.55,4.223,106.48,-4.35,3.0,2.0,1.5,1
16,108.85,-70.402,0.0,22.116,5.385,-22.226,-5.4,-54.258,-70.702,0.0,21.45,5.277,-158.6,-5.2,17.216,-74.708,0.0,166.59,3.358,-13.583,-3.35,158.28,-74.915,0.0,166.74,3.386,-166.76,-3.25,34.115,-77.499,0.0,-40.559,4.353,-40.612,-4.45,61.486,-77.952,0.0,-39.535,4.237,-140.54,-4.35,-57.694,-80.531,0.0,55.025,3.345,-55.004,-3.35,145.91,-82.429,0.0,166.72,-2.392,-166.75,-6.975,-3.042,-82.503,0.0,166.56,-2.39,-13.6,-7.225,46.528,-84.616,0.0,12.387,3.038,-12.7,-3.15,164.77,-84.852,0.0,163.61,3.353,-12.832,-3.35,-152.35,-85.262,0.0,-154.85,2.938,-25.296,-2.9,-62.183,-85.279,0.0,25.798,34.029,-21.25,3.375,-58.912,-85.466,0.0,163.61,3.181,-167.56,-3.3,122.25,-85.715,0.0,25.036,34.197,-159.5,3.225,4.0,2.0,1.5,1
17,-144.62,-69.615,0.0,24.416,5.955,-24.448,-5.9,70.776,-69.935,0.0,23.642,5.631,-156.52,-5.7,96.662,-75.211,0.0,167.43,3.085,-12.884,-3.2,-125.59,-75.408,0.0,167.4,3.117,-167.49,-3.1,-17.098,-76.529,0.0,-43.325,4.692,-43.711,-4.7,52.912,-76.903,0.0,-42.447,4.502,-137.61,-4.6,-127.58,-79.22,0.0,157.69,4.748,157.66,-4.7,-156.61,-80.293,0.0,-81.888,6.782,-98.137,-6.7,-82.114,-81.536,0.0,167.2,3.235,-12.85,-3.15,52.984,-82.113,0.0,167.2,3.117,-167.54,-3.1,-142.38,-83.368,0.0,167.47,-2.11,-167.45,-6.975,-30.276,-84.002,0.0,13.27,3.536,-13.4,-3.3,113.15,-85.138,0.0,-155.92,2.725,-24.074,-2.8,43.052,-85.908,0.0,19.203,3.993,160.79,-4.1,-126.87,-86.262,0.0,10.848,2.763,-10.887,-2.7,5.0,2.0,1.5,1
18,135.63,-52.517,0.0,101.31,13.774,-78.69,-13.774,44.195,-52.71,0.0,106.69,13.47,-106.73,-13.45,-55.849,-61.551,0.0,30.452,7.254,-30.477,-7.2,-150.74,-61.954,0.0,29.076,6.954,-150.96,-6.9,154.49,-63.692,0.0,-95.458,6.783,-84.566,-6.75,64.63,-67.257,0.0,155.58,5.955,-24.448,-5.9,-85.46,-67.696,0.0,156.36,5.631,-156.52,-5.7,-120.37,-69.703,0.0,-49.392,5.206,-130.6,-5.15,72.871,-69.833,0.0,-51.023,5.248,-51.004,-5.3,-26.577,-74.136,0.0,-136.68,4.692,-43.711,-4.7,143.69,-77.118,0.0,15.074,3.661,-15.137,-3.75,22.484,-77.367,0.0,91.145,1.417,88.853,-1.45,-161.78,-77.392,0.0,109.65,13.413,-99.462,-13.45,7.394,-78.115,0.0,80.356,1.427,80.349,-1.4,-18.851,-79.245,0.0,79.797,1.423,100.2,-1.4,7.0,2.0,1.5,10
19,-5.769,-53.114,0.0,114.23,12.843,-65.772,-12.843,31.498,-53.445,0.0,118.81,12.356,-118.84,-12.35,-161.13,-60.583,0.0,34.542,8.132,-34.619,-8.05,146.8,-60.96,0.0,32.849,7.652,-147.18,-7.75,-3.212,-63.336,0.0,-104.66,6.483,-104.68,-6.6,80.287,-63.446,0.0,-102.16,6.61,-77.927,-6.65,-54.23,-68.328,0.0,157.88,5.385,-22.226,-5.4,138.35,-68.742,0.0,158.55,5.277,-158.6,-5.2,-138.29,-70.228,0.0,-53.536,5.531,-126.42,-5.45,-16.379,-70.564,0.0,-55.389,5.581,-55.371,-5.6,-2.412,-74.666,0.0,-139.44,4.353,-40.612,-4.45,-89.624,-75.441,0.0,-53.442,5.39,-53.614,-5.5,147.47,-75.874,0.0,-51.865,5.342,-128.17,-5.35,35.23,-76.285,0.0,16.029,3.871,-16.188,-4.0,-176.88,-77.191,0.0,82.09,1.453,81.999,-1.4,8.0,2.0,1.5,10
20,36.217,-54.004,0.0,124.99,11.575,-55.008,-11.575,-101.69,-54.404,0.0,128.66,11.046,-128.69,-11.05,-42.827,-59.812,0.0,39.654,9.066,-39.845,-9.1,-34.613,-60.076,0.0,37.649,8.737,-142.45,-8.65,-153.18,-63.148,0.0,-110.74,6.342,-110.9,-6.35,49.839,-63.208,0.0,-108.53,6.426,-71.6,-6.45,146.79,-69.332,0.0,159.77,4.995,-20.358,-4.95,-34.036,-69.724,0.0,160.27,4.824,-160.37,-4.8,50.869,-70.702,0.0,-60.132,5.906,-60.287,-5.9,14.339,-70.901,0.0,-58.223,5.696,-121.76,-5.8,-5.898,-74.909,0.0,-58.284,5.696,-58.23,-5.8,-50.532,-74.998,0.0,-56.249,5.689,-123.68,-5.65,-89.227,-75.383,0.0,17.013,4.437,-17.383,-4.25,-75.28,-75.591,0.0,-142.08,4.124,-37.86,-4.2,-173.06,-77.246,0.0,83.39,1.31,83.452,-1.45,9.0,2.0,1.5,10
21,-5.272,-62.526,0.0,140.35,9.066,-39.845,-9.1,22.385,-62.984,0.0,142.35,8.737,-142.45,-8.65,-89.86,-69.176,0.0,-121.78,5.696,-121.76,-5.8,-64.778,-69.21,0.0,-120.15,5.713,-60.361,-5.95,171.19,-73.731,0.0,15.099,3.697,-15.137,-3.75,-39.528,-73.957,0.0,14.792,3.621,-165.28,-3.65,-148.19,-74.121,0.0,-119.74,6.816,-53.487,-6.85,67.353,-75.794,0.0,-119.74,6.646,-129.17,-6.65,77.301,-75.867,0.0,-119.74,5.673,-122.16,-5.8,-54.165,-76.132,0.0,-35.837,3.977,-35.936,-4.0,-60.079,-76.176,0.0,-119.74,5.908,-60.237,-5.9,98.207,-76.644,0.0,-121.72,5.696,-58.23,-5.8,96.758,-76.768,0.0,162.99,4.437,-17.383,-4.25,-101.22,-77.071,0.0,162.93,4.108,-163.16,-4.15,163.86,-79.408,0.0,166.73,3.536,-13.4,-3.3,11.0,2.0,1.5,9
22,-80.381,-63.587,0.0,145.46,8.132,-34.619,-8.05,-118.69,-63.946,0.0,147.15,7.652,-147.18,-7.75,137.16,-65.511,0.0,-132.22,6.21,-132.39,-6.2,-24.474,-70.793,0.0,-130.6,6.323,-49.59,-6.4,-168.02,-71.356,0.0,54.92,3.033,-51.423,-3.1,57.997,-73.141,0.0,16.108,3.936,-16.188,-4.0,-146.82,-73.381,0.0,15.742,3.821,-164.27,-3.9,166.32,-73.629,0.0,-26.242,3.792,-26.229,-3.7,-49.366,-73.779,0.0,-130.6,6.206,-132.8,-6.2,33.93,-73.822,0.0,-25.575,3.574,-154.41,-3.65,62.333,-74.877,0.0,-38.41,4.156,-38.391,-4.25,61.702,-75.402,0.0,-37.444,4.07,-142.66,-4.15,-70.312,-75.937,0.0,112.11,3.437,-112.21,-3.5,156.61,-76.493,0.0,110.95,3.578,-69.132,-3.5,-26.697,-76.903,0.0,141.71,30.483,-32.5,6.332,12.0,2.0,1.5,9
23,55.918,-64.444,0.0,149.55,7.254,-30.477,-7.2,-29.161,-64.753,0.0,150.95,6.884,-150.94,-6.95,159.54,-71.451,0.0,58.411,3.237,-132.14,-3.1,-72.158,-72.514,0.0,17.26,4.312,-17.383,-4.25,90.278,-72.771,0.0,16.917,4.136,-163.16,-4.15,-160.7,-73.127,0.0,-27.953,3.934,-27.986,-3.95,83.243,-73.33,0.0,-27.304,3.864,-152.76,-3.85,-115.52,-74.948,0.0,115.35,3.412,-115.34,-3.4,172.33,-75.27,0.0,114.08,3.391,-65.892,-3.45,35.308,-77.604,0.0,148.1,23.0,-29.3,6.546,-21.683,-78.177,0.0,164.93,3.661,-15.137,-3.75,59.657,-78.297,0.0,58.245,7.091,-132.35,4.575,-69.243,-78.308,0.0,149.44,23.294,-152.05,5.975,-3.194,-78.404,0.0,57.969,3.105,-49.591,-3.2,127.28,-78.439,0.0,165.16,3.602,-165.28,-3.65,13.0,2.0,1.5,9
24,86.052,-65.194,0.0,152.88,6.516,-27.186,-6.5,-32.494,-65.477,0.0,153.99,6.26,-154.0,-6.25,-27.019,-71.342,0.0,-132.92,4.946,-47.134,-5.0,94.197,-71.81,0.0,-134.29,4.923,-134.32,-4.85,136.8,-71.853,0.0,18.726,4.533,-18.726,-4.6,-51.882,-72.124,0.0,18.308,4.472,-161.88,-4.45,-173.99,-72.617,0.0,-29.781,4.197,-29.989,-4.2,89.639,-72.823,0.0,-29.257,4.071,-150.89,-4.1,39.34,-77.364,0.0,18.639,-7.198,-18.75,-8.575,165.07,-78.39,0.0,-156.77,3.239,-23.3,-3.35,76.821,-78.811,0.0,165.86,3.544,-14.23,-3.5,-139.09,-79.055,0.0,166.15,3.367,-166.12,-3.45,-141.57,-79.614,0.0,152.19,18.351,-26.45,6.719,-126.74,-80.057,0.0,19.153,-7.477,-18.6,-8.475,52.442,-80.309,0.0,18.732,-7.32,-162.0,-8.225,14.0,2.0,1.5,9
25,39.425,-65.88,0.0,155.56,5.911,-24.448,-5.9,-104.14,-66.141,0.0,156.49,5.686,-156.52,-5.7,-40.639,-71.146,0.0,19.978,5.085,-20.358,-4.95,142.02,-71.435,0.0,19.946,4.871,-160.37,-4.8,117.22,-72.103,0.0,-32.011,4.286,-32.215,-4.5,44.384,-72.309,0.0,-31.571,4.51,-148.77,-4.35,146.11,-72.532,0.0,-136.45,4.697,-43.711,-4.7,-142.63,-73.06,0.0,-137.59,4.559,-137.61,-4.6,-25.524,-78.443,0.0,119.16,3.026,-119.33,-3.05,-24.434,-78.586,0.0,118.24,3.0,-61.789,-3.1,163.86,-79.407,0.0,166.63,3.347,-13.4,-3.3,-56.11,-79.637,0.0,166.89,3.219,-166.91,-3.25,18.926,-80.941,0.0,-161.97,2.679,-18.123,-2.6,118.79,-81.19,0.0,-114.1,2.783,-65.81,-2.65,146.11,-81.332,0.0,-156.4,2.667,-23.638,-2.75,15.0,2.0,1.5,9
