,фаза 1-го луча,мощность 1-го луча,врем€ 1-го луча,AоD phi 1-го луча,AоD theta 1-го луча,AоA phi 1-го луча,Aој theta 1-го луча,фаза 2-го луча,мощность 2-го луча,врем€ 2-го луча,AоD phi 2-го луча,AоD theta 2-го луча,AоA phi 2-го луча,Aој theta 2-го луча,фаза 3-го луча,мощность 3-го луча,врем€ 3-го луча,AоD phi 3-го луча,AоD theta 3-го луча,AоA phi 3-го луча,Aој theta 3-го луча,фаза 4-го луча,мощность 4-го луча,врем€ 4-го луча,AоD phi 4-го луча,AоD theta 4-го луча,AоA phi 4-го луча,Aој theta 4-го луча,фаза 5-го луча,мощность 5-го луча,врем€ 5-го луча,AоD phi 5-го луча,AоD theta 5-го луча,AоA phi 5-го луча,Aој theta 5-го луча,фаза 6-го луча,мощность 6-го луча,врем€ 6-го луча,AоD phi 6-го луча,AоD theta 6-го луча,AоA phi 6-го луча,Aој theta 6-го луча,фаза 7-го луча,мощность 7-го луча,врем€ 7-го луча,AоD phi 7-го луча,AоD theta 7-го луча,AоA phi 7-го луча,Aој theta 7-го луча,фаза 8-го луча,мощность 8-го луча,врем€ 8-го луча,AоD phi 8-го луча,AоD theta 8-го луча,AоA phi 8-го луча,Aој theta 8-го луча,фаза 9-го луча,мощность 9-го луча,врем€ 9-го луча,AоD phi 9-го луча,AоD theta 9-го луча,AоA phi 9-го луча,Aој theta 9-го луча,фаза 10-го луча,мощность 10-го луча,врем€ 10-го луча,AоD phi 10-го луча,AоD theta 10-го луча,AоA phi 10-го луча,Aој theta 10-го луча,фаза 11-го луча,мощность 11-го луча,врем€ 11-го луча,AоD phi 11-го луча,AоD theta 11-го луча,AоA phi 11-го луча,Aој theta 11-го луча,фаза 12-го луча,мощность 12-го луча,врем€ 12-го луча,AоD phi 12-го луча,AоD theta 12-го луча,AоA phi 12-го луча,Aој theta 12-го луча,фаза 13-го луча,мощность 13-го луча,врем€ 13-го луча,AоD phi 13-го луча,AоD theta 13-го луча,AоA phi 13-го луча,Aој theta 13-го луча,фаза 14-го луча,мощность 14-го луча,врем€ 14-го луча,AоD phi 14-го луча,AоD theta 14-го луча,AоA phi 14-го луча,Aој theta 14-го луча,фаза 15-го луча,мощность 15-го луча,врем€ 15-го луча,AоD phi 15-го луча,AоD theta 15-го луча,AоA phi 15-го луча,Aој theta 15-го луча,x,y,z,N
482,-86.947,-74.051,9.346e-08,-89.432,2.0175,90.383,-2.05,-128.38,-76.951,9.7012e-08,-74.527,2.0931,74.418,-1.95,-64.821,-77.976,1.1966e-07,77.719,1.5741,77.405,-1.6,2.377,-79.435,9.4793e-08,-89.641,2.1177,-90.411,-1.9999,-153.12,-79.709,1.1995e-07,76.629,1.5346,103.17,-1.6,9.158,-81.434,9.8297e-08,-74.537,1.9122,-74.66,-1.95,70.432,-81.491,1.2013e-07,89.617,1.52,90.31,-1.6,55.719,-82.718,1.2096e-07,77.596,1.8556,-77.572,-1.5501,-171.02,-84.061,1.4581e-07,-79.944,1.4166,79.696,-1.3,159.32,-86.856,1.2147e-07,89.778,1.7651,-90.326,-1.55,83.354,-87.949,1.1967e-07,80.272,1.5732,77.155,-1.6,-136.65,-88.504,1.4681e-07,-89.618,1.3213,90.248,-1.3,98.313,-89.415,1.2027e-07,82.4,1.5042,89.26,-1.6,-104.14,-89.437,1.203e-07,82.4,1.5011,91.461,-1.6,-15.445,-90.677,1.1998e-07,80.272,1.5305,103.52,-1.6,6.0,28.0,1.5,5
483,-118.07,-74.045,9.3496e-08,-91.445,2.012,88.332,-2.05,29.9,-74.63,9.6016e-08,-76.826,1.9362,76.722,-2.0,65.184,-75.986,1.1683e-07,91.05,1.5115,88.662,-1.65,111.78,-79.023,1.1924e-07,78.287,1.6303,101.61,-1.6,154.1,-79.367,9.7314e-08,-76.953,2.0517,-76.911,-1.95,-28.229,-79.433,9.4829e-08,-91.755,2.1124,-88.409,-2.0,154.57,-81.345,1.1816e-07,91.421,1.7788,-88.719,-1.6,-136.88,-83.034,1.435e-07,-91.2,1.6438,88.948,-1.3,-46.221,-83.883,1.4525e-07,-81.188,1.4707,80.996,-1.3,37.271,-84.342,1.6684e-07,91.044,1.0874,89.093,-1.15,-28.144,-87.969,1.169e-07,96.52,1.5012,91.463,-1.65,-47.748,-88.38,1.4483e-07,-91.167,1.514,-88.955,-1.2999,172.77,-88.587,1.1688e-07,96.52,1.5048,89.262,-1.65,141.5,-89.01,1.1691e-07,91.394,8.1278,88.7,-0.925,-71.566,-89.017,1.1695e-07,92.087,8.1249,91.95,-0.925,7.0,28.0,1.5,5
484,107.54,-74.082,9.365e-08,-93.729,1.9884,86.33,-2.05,-158.24,-74.496,9.3745e-08,-94.535,1.9739,94.485,-2.05,162.72,-75.816,9.5439e-08,-78.444,2.0205,78.273,-2.0,-42.338,-76.0,1.1695e-07,92.971,1.9441,87.059,-1.6,-37.864,-77.24,1.1839e-07,80.9,1.7458,80.556,-1.6,89.858,-77.462,9.5718e-08,-77.526,1.9795,102.49,-2.0,-58.823,-78.289,9.8791e-08,-108.86,2.1446,71.064,-1.9,-61.191,-78.404,1.1861e-07,79.673,1.7149,100.01,-1.6,-160.59,-79.416,9.4981e-08,-93.84,2.0893,-86.408,-2.0,-65.061,-79.8,9.5075e-08,-94.224,2.0753,-94.463,-1.9999,-80.657,-80.651,9.6745e-08,-78.482,1.8287,-78.453,-1.9999,48.353,-81.334,1.1828e-07,93.179,1.7618,-87.118,-1.6001,-149.73,-82.206,9.7021e-08,-77.751,2.0938,-102.33,-1.95,69.042,-82.232,1.197e-07,80.505,1.5678,-80.716,-1.6001,101.37,-82.457,1.0005e-07,-108.63,1.9747,-71.316,-1.9001,8.0,28.0,1.5,5
486,-109.22,-74.239,9.4313e-08,-97.766,1.8879,82.278,-2.05,-99.381,-75.129,9.4502e-08,-98.505,2.1596,98.535,-2.0,-144.07,-76.102,1.1748e-07,96.233,1.8702,83.808,-1.6,-100.51,-76.766,1.1763e-07,97.091,1.3994,96.815,-1.65,-8.088,-79.386,9.5635e-08,-97.785,1.9917,-82.406,-2.0,4.461,-80.209,9.5821e-08,-98.392,1.9641,-98.416,-2.0,-47.659,-81.311,1.1881e-07,96.013,1.2337,-83.86,-1.6502,-2.056,-81.938,1.1896e-07,96.71,1.6691,-96.772,-1.6001,120.38,-83.009,1.4403e-07,-95.039,1.1033,84.949,-1.35,-142.95,-83.087,1.2325e-07,108.47,1.5586,71.351,-1.55,-170.74,-83.505,1.4415e-07,-95.843,1.0912,95.552,-1.35,-0.885,-84.324,1.673e-07,94.192,1.0424,85.642,-1.15,170.25,-85.063,1.0141e-07,-112.63,1.7947,67.112,-1.9,124.06,-85.387,1.0167e-07,-113.27,1.7611,113.19,-1.8999,-145.72,-88.258,1.4536e-07,-95.084,1.4618,-85.004,-1.3,10.0,28.0,1.5,5
487,-127.22,-77.042,1.1808e-07,98.787,1.788,98.413,-1.6,-172.0,-80.638,1.2413e-07,109.8,1.4489,70.201,-1.55,-23.888,-82.118,1.194e-07,98.207,1.6093,-98.373,-1.6001,-140.6,-82.239,1.1789e-07,98.13,1.8139,82.257,-1.6,-167.46,-82.998,1.4436e-07,-96.054,1.0703,83.598,-1.35,-125.61,-83.64,1.4452e-07,-96.85,1.5428,96.9,-1.3,51.211,-83.789,1.1808e-07,98.13,1.7883,98.463,-1.6,87.571,-86.914,1.0275e-07,-114.42,1.9228,65.409,-1.85,-39.965,-87.417,1.1921e-07,98.13,1.6346,-82.367,-1.5999,-70.32,-88.187,1.4569e-07,-96.46,1.4296,-83.704,-1.2999,-29.097,-88.244,1.4635e-07,-96.075,1.3655,83.697,-1.3,155.63,-88.684,1.194e-07,98.13,1.6094,-98.373,-1.6001,13.25,-88.927,1.465e-07,-96.815,1.3507,96.8,-1.3,104.81,-89.642,1.709e-07,95.58,1.3341,84.641,-1.1,-5.248,-89.996,9.5054e-08,-100.73,2.0773,100.49,-2.0,11.0,28.0,1.5,5
488,152.34,-82.442,1.219e-07,99.854,1.7126,99.761,-1.55,-160.84,-82.988,1.4477e-07,-97.468,1.518,82.296,-1.3,-146.35,-83.786,1.4495e-07,-98.248,1.4998,98.2,-1.3,-99.72,-87.423,1.2321e-07,99.558,1.5621,-99.68,-1.55,-136.85,-87.962,9.5439e-08,-101.56,2.0205,78.273,-2.0,-60.194,-88.105,1.4609e-07,-97.765,1.3902,-82.403,-1.3001,160.72,-88.924,9.5718e-08,-102.47,1.9795,102.49,-2.0,-128.83,-89.309,1.253e-07,113.2,1.3076,69.0,-1.55,14.709,-89.962,1.4477e-07,-97.49,1.5179,82.246,-1.3,71.506,-91.307,1.6595e-07,95.356,1.177,83.192,-1.15,-6.06,-91.809,1.4478e-07,-97.493,2.4491,82.3,-0.925,17.277,-92.219,1.4496e-07,-97.49,1.4997,98.45,-1.3,8.389,-92.612,1.4496e-07,-98.238,2.4447,98.2,-0.92499,-22.679,-92.977,9.6745e-08,-101.52,1.8287,-78.453,-1.9999,-165.64,-93.029,1.4827e-07,-98.215,2.4448,98.0,-0.875,12.0,28.0,1.5,5
489,156.78,-88.138,1.4855e-07,-98.597,1.1534,81.196,-1.3,36.467,-88.666,1.1722e-07,100.62,5.239,78.3,1.5284,148.71,-89.048,1.4876e-07,-99.221,1.1335,99.301,-1.3,76.199,-90.346,1.6637e-07,97.954,1.1322,82.242,-1.15,-101.35,-92.536,1.6656e-07,98.172,1.5844,98.3,-0.92499,-98.894,-92.604,1.6656e-07,97.954,1.112,98.445,-1.15,-99.179,-93.191,1.4987e-07,-98.815,1.0266,-81.303,-1.2999,152.05,-93.431,1.1853e-07,100.67,5.2648,-78.45,1.4749,-103.87,-93.871,1.2966e-07,-99.669,4.8173,79.45,1.3801,148.18,-94.472,1.2496e-07,112.11,1.3287,66.599,-1.55,-131.07,-95.066,1.1832e-07,100.78,1.7681,-78.915,-1.6001,86.709,-95.156,1.188e-07,100.68,5.2715,-102.25,1.425,49.138,-95.345,1.4553e-07,-102.29,1.4425,98.45,-1.3,135.41,-95.403,1.8489e-07,-96.882,0.82658,82.939,-1.05,176.9,-95.433,1.6769e-07,97.954,0.99117,-82.369,-1.1501,13.0,28.0,1.5,5
490,66.351,-88.827,1.2631e-07,114.35,1.6423,65.297,-1.5,32.419,-89.318,1.7015e-07,98.611,1.4672,81.19,-1.1,108.05,-93.465,1.7046e-07,99.11,-1.8144,99.25,-2.475,110.42,-93.519,1.7025e-07,98.774,-1.8161,81.2,-2.475,146.98,-93.932,1.9334e-07,-97.585,-1.8918,82.25,-1.975,-95.442,-94.411,1.1771e-07,102.59,1.8572,77.205,-1.6,19.089,-95.292,1.5263e-07,-109.82,2.324,70.05,-0.875,-50.47,-95.455,1.6711e-07,101.13,1.0541,98.445,-1.15,177.98,-95.731,1.1801e-07,103.82,1.8119,103.37,-1.6,97.68,-95.922,1.182e-07,102.92,4.8096,103.8,1.6582,-64.914,-95.961,1.6692e-07,101.13,1.0741,82.242,-1.15,85.655,-96.474,1.3037e-07,-102.18,1.6043,102.11,-1.45,-173.13,-97.188,1.0729e-07,-119.38,1.6708,60.555,-1.8,-51.336,-97.668,1.8156e-07,-99.01,1.0862,98.442,-1.05,47.247,-98.113,1.3614e-07,-100.39,3.8819,78.6,1.4898,14.0,28.0,1.5,5
494,12.102,-85.453,1.5225e-07,-73.863,1.3038,73.693,-1.25,-179.41,-94.237,1.9685e-07,-77.067,1.2235,77.636,-0.95,-18.847,-95.59,1.523e-07,-73.791,-2.0126,73.7,-1.975,107.58,-97.643,1.5231e-07,-73.796,6.2276,73.7,-0.725,67.347,-98.407,1.5236e-07,-73.776,2.707,73.65,2.1213,-133.68,-99.367,2.0011e-07,-77.423,1.4291,77.7,-0.725,-165.82,-99.856,1.6847e-07,72.127,0.90366,77.141,-1.15,100.43,-100.74,1.6878e-07,72.127,0.86842,103.55,-1.15,-126.58,-100.78,1.4989e-07,-63.62,1.0742,77.145,-1.3,-96.044,-101.14,1.5274e-07,-73.327,2.7782,106.85,2.0039,-161.43,-101.62,1.5241e-07,-73.492,4.1354,73.75,1.1633,137.73,-102.25,1.5019e-07,-63.62,1.4571,103.55,-1.25,-33.775,-102.3,1.529e-07,-65.47,1.2517,77.143,-1.25,-78.024,-102.61,1.7334e-07,106.53,2.645,73.45,-0.725,-150.3,-102.73,1.5364e-07,-73.827,2.6988,-73.8,2.075,1.0,29.0,1.5,5
495,-3.206,-93.496,1.2325e-07,71.558,1.56,71.351,-1.55,-59.536,-95.252,1.6753e-07,75.157,1.0045,77.141,-1.15,-149.34,-95.706,1.6783e-07,75.157,0.96874,103.55,-1.15,153.33,-96.607,1.2368e-07,70.76,1.4967,109.21,-1.55,169.67,-97.336,1.5141e-07,-74.673,6.2543,74.95,-0.725,-165.72,-97.744,1.9619e-07,-79.985,1.2686,77.636,-0.95,-19.922,-97.806,1.4852e-07,-67.849,1.179,77.145,-1.3,126.9,-97.856,1.5146e-07,-74.855,2.852,74.85,1.9695,-27.798,-98.194,1.7061e-07,76.731,2.6853,76.9,-0.725,-38.544,-98.974,1.5414e-07,-114.44,1.1135,72.292,-1.25,-115.03,-99.107,1.4882e-07,-67.849,1.1528,103.55,-1.3,-11.937,-99.56,1.5162e-07,-69.487,1.3535,77.143,-1.25,7.631,-100.58,1.6765e-07,71.887,0.99192,77.641,-1.15,-106.73,-100.88,1.5193e-07,-69.487,1.328,103.55,-1.25,-107.07,-101.41,1.5151e-07,-74.807,4.1623,74.95,1.1718,2.0,29.0,1.5,5
496,-134.9,-83.131,1.5036e-07,-76.416,1.4611,76.393,-1.25,-149.74,-83.754,1.2222e-07,72.847,1.7117,72.852,-1.55,29.461,-86.626,1.2262e-07,71.933,1.652,107.71,-1.55,-2.693,-88.089,1.235e-07,72.644,1.523,-73.07,-1.55,85.17,-92.77,1.6675e-07,77.018,1.0881,77.641,-1.15,-109.92,-93.112,1.4738e-07,-72.374,1.2714,77.145,-1.3,78.756,-93.201,1.6675e-07,77.859,1.6445,77.5,-0.925,156.57,-94.11,1.4768e-07,-72.374,1.2445,103.55,-1.3,71.377,-94.264,1.6676e-07,78.221,1.0891,77.141,-1.15,-5.54,-94.826,1.6705e-07,77.46,1.642,102.95,-0.92498,-174.46,-95.132,1.5057e-07,-73.662,1.4422,77.143,-1.25,-40.158,-95.363,1.5042e-07,-76.355,6.3016,76.4,-0.725,93.083,-96.032,1.5087e-07,-73.662,1.4161,103.55,-1.25,-30.758,-97.428,1.6706e-07,78.46,1.0528,103.55,-1.15,-124.7,-97.688,1.2237e-07,72.988,3.599,72.7,2.2407,3.0,29.0,1.5,5
497,-52.214,-83.326,1.2128e-07,74.398,1.3198,74.354,-1.6,-36.42,-85.692,1.465e-07,-77.031,1.3469,77.145,-1.3,46.393,-87.701,1.0216e-07,-71.406,1.9722,71.312,-1.85,85.044,-87.813,1.2257e-07,74.659,1.1213,-74.514,-1.6,42.522,-88.999,1.468e-07,-77.031,1.3193,103.55,-1.3,24.376,-90.531,1.4681e-07,-76.574,2.4395,103.4,-0.92501,-158.56,-90.935,1.026e-07,-70.641,1.9262,109.38,-1.85,68.25,-92.431,1.4656e-07,-72.35,1.3396,77.645,-1.3,8.66,-93.327,1.4975e-07,-78.091,1.0649,77.145,-1.3,-164.89,-93.845,1.0245e-07,-74.235,11.514,70.85,1.2483,47.416,-94.564,1.0217e-07,-72.35,1.9893,71.112,-1.85,2.211,-95.064,1.0386e-07,-70.918,1.7944,-109.14,-1.85,11.508,-96.524,1.0261e-07,-72.35,1.9365,109.73,-1.85,-93.361,-96.539,1.5006e-07,-78.091,1.4872,103.55,-1.25,114.63,-96.844,1.4982e-07,-77.282,6.3253,77.4,-0.725,4.0,29.0,1.5,5
499,-87.076,-74.354,9.6793e-08,-89.532,1.8543,90.38,-2.0,2.641,-77.205,1.004e-07,-74.63,1.9225,105.43,-1.9,127.91,-79.63,1.1671e-07,75.918,1.4838,103.52,-1.65,2.162,-79.735,9.8127e-08,-89.752,1.9385,-90.419,-1.9501,71.181,-81.246,1.168e-07,89.513,1.4931,90.312,-1.65,139.15,-81.695,1.0169e-07,-74.596,1.7812,-105.18,-1.9001,-140.78,-84.006,1.1641e-07,76.504,1.5444,77.157,-1.65,-126.44,-84.224,1.4909e-07,-79.962,1.1414,79.946,-1.3,-51.389,-86.134,1.1671e-07,76.504,1.4834,103.52,-1.65,159.82,-86.613,1.1813e-07,90.175,1.8131,-90.37,-1.6001,65.689,-90.025,1.1697e-07,80.268,1.4666,89.262,-1.65,-137.02,-90.074,1.17e-07,80.268,1.4625,91.463,-1.65,-158.3,-91.444,1.1371e-07,76.504,1.4488,89.264,-1.7,-61.733,-91.708,1.0044e-07,-75.397,5.4104,74.5,2.0139,-2.06,-91.879,1.1373e-07,76.504,1.4438,91.465,-1.7,6.0,29.0,1.5,5
500,-117.05,-74.363,9.6828e-08,-91.611,2.0903,88.426,-1.95,64.987,-75.735,1.1349e-07,90.868,1.4853,88.614,-1.7,-138.62,-78.451,9.9726e-08,-76.004,1.9974,103.93,-1.9,50.442,-78.896,1.1597e-07,77.549,1.6249,101.92,-1.65,-133.21,-79.667,1.0056e-07,-77.239,1.9048,-77.37,-1.8999,-27.359,-79.732,9.8161e-08,-91.688,1.9345,-88.468,-1.95,154.26,-81.097,1.1483e-07,91.903,1.8516,-88.712,-1.6501,-132.07,-82.257,1.1701e-07,78.855,2.0611,-78.815,-1.6001,-10.704,-83.069,1.0102e-07,-76.353,1.8542,-103.78,-1.8999,-137.42,-83.232,1.4683e-07,-90.96,1.3153,88.948,-1.3,37.995,-84.168,1.635e-07,90.531,1.5221,89.043,-1.15,-48.647,-88.577,1.4816e-07,-91.328,1.2114,-89.005,-1.2999,-57.44,-89.303,1.136e-07,99.09,1.4662,91.465,-1.7,144.29,-89.794,1.1358e-07,99.09,1.4713,89.264,-1.7,99.233,-90.052,1.1362e-07,91.321,11.307,88.65,-0.925,7.0,29.0,1.5,5
501,113.1,-74.383,9.6977e-08,-93.44,2.0726,86.425,-1.95,-149.69,-74.781,9.7069e-08,-94.38,2.0618,94.33,-1.95,-45.445,-75.75,1.1362e-07,92.952,1.4597,86.963,-1.7,-138.56,-76.025,9.8706e-08,-78.784,1.8723,78.671,-1.95,-77.38,-77.039,1.151e-07,80.456,1.7957,80.308,-1.65,157.04,-77.565,9.8976e-08,-77.771,1.8417,102.03,-1.95,-106.75,-78.265,1.1533e-07,79.44,1.7502,100.32,-1.65,-155.15,-79.717,9.8308e-08,-93.602,1.9173,-86.517,-1.95,-56.699,-80.083,9.8399e-08,-94.32,1.9068,-94.271,-1.9499,-23.737,-80.885,1.0001e-07,-78.692,1.9663,-78.87,-1.9,45.41,-81.084,1.1495e-07,93.086,1.8266,-87.012,-1.65,-104.24,-81.484,1.0216e-07,-108.59,1.9722,71.312,-1.85,30.277,-82.018,1.1641e-07,80.054,1.5393,-80.459,-1.65,-84.718,-82.364,1.0028e-07,-78.213,1.9364,-101.93,-1.8999,137.23,-83.225,1.4693e-07,-92.266,1.3076,87.648,-1.3,8.0,29.0,1.5,5
503,-83.827,-74.531,9.7618e-08,-97.407,1.9976,82.523,-1.95,-68.139,-75.377,9.78e-08,-98.283,1.9764,98.232,-1.95,-160.86,-75.859,1.1417e-07,96.212,1.9801,83.61,-1.65,-121.26,-76.547,1.1432e-07,97.38,1.9487,97.015,-1.65,16.423,-79.689,9.894e-08,-97.507,1.8443,-82.664,-1.9501,34.605,-80.475,9.912e-08,-98.163,1.8237,-98.123,-1.9499,-63.656,-81.061,1.1549e-07,96.483,1.7194,-83.71,-1.65,-22.18,-81.709,1.1565e-07,96.898,1.6891,-96.966,-1.65,130.19,-83.209,1.4735e-07,-94.803,1.2747,85.047,-1.3,-158.26,-83.695,1.4747e-07,-95.477,1.2654,95.45,-1.3,-8.242,-84.148,1.6397e-07,94.001,1.4567,85.542,-1.15,-8.286,-84.949,1.0474e-07,-112.47,1.9449,112.48,-1.8,-143.23,-88.385,1.0572e-07,-111.62,1.8471,-68.081,-1.8,-136.18,-88.461,1.4868e-07,-94.861,1.1715,-85.104,-1.2999,-126.15,-90.176,1.143e-07,96.72,11.234,83.65,-0.925,10.0,29.0,1.5,5
504,11.769,-80.663,1.21e-07,110.16,1.3243,69.652,-1.6,-154.85,-81.198,1.1789e-07,97.446,1.8499,82.157,-1.6,-150.99,-83.199,1.4768e-07,-96.01,1.2496,83.747,-1.3,-106.34,-83.82,1.4783e-07,-97.053,1.2381,96.7,-1.3,164.36,-84.638,1.146e-07,101.31,1.8916,82.259,-1.65,177.23,-84.948,1.1479e-07,101.31,1.855,98.466,-1.65,16.371,-85.989,1.1789e-07,98.127,1.8495,82.257,-1.6,-53.732,-86.328,1.1921e-07,98.138,1.6404,-82.317,-1.6,-18.376,-86.396,1.0579e-07,-113.69,1.84,66.158,-1.8,-54.501,-88.394,1.49e-07,-96.36,1.1469,-83.854,-1.3,-12.962,-88.427,1.4967e-07,-96.058,1.0954,83.847,-1.3,32.329,-89.093,1.4981e-07,-96.653,1.0842,96.65,-1.3,93.18,-89.461,1.6758e-07,95.101,0.99189,84.492,-1.15,-94.943,-89.833,1.1592e-07,101.31,1.6352,-82.36,-1.6501,-178.35,-89.954,1.0701e-07,-113.56,1.7192,-66.48,-1.8001,11.0,29.0,1.5,5
505,-136.48,-83.189,1.4808e-07,-97.553,1.219,82.496,-1.3,-118.43,-83.962,1.4826e-07,-98.18,1.2052,98.0,-1.3,64.907,-84.022,1.6263e-07,96.344,0.65433,83.143,-1.2,-115.76,-85.338,1.253e-07,111.07,1.264,68.75,-1.55,-141.99,-88.153,1.0718e-07,-115.47,1.704,64.557,-1.8,-36.558,-88.312,1.494e-07,-97.411,1.1167,-82.554,-1.2999,-83.619,-88.551,9.8706e-08,-101.22,1.8723,78.671,-1.95,-119.73,-91.33,1.6264e-07,97.765,0.65588,83.193,-1.2,29.384,-91.331,1.4808e-07,-96.907,1.2186,82.246,-1.3,22.889,-91.386,9.9304e-08,-100.43,7.7223,103.0,1.525,72.611,-91.599,1.0839e-07,-115.3,1.8299,-64.887,-1.7499,-128.04,-91.703,1.6264e-07,96.471,1.649,83.15,-0.925,21.197,-91.753,1.4808e-07,-97.574,2.2568,82.5,-0.925,-158.22,-92.281,1.5139e-07,-97.291,2.2583,82.65,-0.875,-95.307,-92.398,1.628e-07,97.28,1.6462,97.3,-0.92502,12.0,29.0,1.5,5
506,-80.885,-87.691,1.219e-07,113.87,1.823,66.099,-1.55,-171.25,-88.348,1.5184e-07,-98.492,1.3287,81.394,-1.25,64.886,-89.631,1.1375e-07,101.04,1.403,78.46,-1.7,-99.237,-90.423,1.1425e-07,101.57,5.6897,102.7,1.475,42.81,-91.017,1.6307e-07,98.513,1.6356,82.242,-1.15,-121.33,-91.446,1.6326e-07,98.513,1.6064,98.445,-1.15,-132.48,-92.545,1.6326e-07,98.68,1.6406,98.45,-0.925,-67.918,-93.413,1.5316e-07,-98.738,1.2309,-81.509,-1.2499,-98.111,-93.868,1.5216e-07,-98.97,-2.7902,99.1,-2.375,-13.543,-93.917,1.1396e-07,100.82,5.3229,77.95,1.5735,-42.633,-94.03,9.9726e-08,-104.0,1.9974,103.93,-1.9,112.31,-94.311,1.4879e-07,-101.32,1.1649,98.45,-1.3,98.459,-94.639,1.4861e-07,-101.32,1.1793,82.246,-1.3,177.76,-94.644,1.1505e-07,101.85,1.8245,-78.658,-1.65,21.321,-95.09,1.1555e-07,101.5,5.6541,-102.55,1.475,13.0,29.0,1.5,5
507,-0.692,-89.133,1.6686e-07,99.272,1.0487,81.041,-1.15,156.52,-89.28,1.2329e-07,114.82,1.5547,64.649,-1.55,77.405,-93.166,1.6696e-07,99.475,-1.8085,81.05,-2.475,97.643,-94.93,1.338e-07,-101.51,4.2563,102.15,1.425,-168.8,-95.054,1.5576e-07,-109.67,2.1439,70.5,-0.87499,100.93,-95.329,1.1477e-07,104.16,1.8849,103.77,-1.65,173.36,-95.837,1.2345e-07,115.44,-5.9793,64.7,-2.675,-163.19,-95.994,1.3336e-07,-101.28,1.3185,78.75,-1.45,-108.9,-96.276,1.6384e-07,101.7,1.5125,98.445,-1.15,-122.46,-96.673,1.6365e-07,101.7,1.5414,82.242,-1.15,144.07,-96.882,1.3363e-07,-101.87,1.2961,101.81,-1.45,62.275,-97.265,1.6987e-07,107.6,1.5819,71.9,-0.875,165.57,-97.624,1.8486e-07,-98.516,0.87377,98.442,-1.05,-34.366,-97.954,1.8467e-07,-98.516,0.8855,82.239,-1.05,-73.098,-99.176,1.6696e-07,99.466,-2.1381,81.05,-2.375,14.0,29.0,1.5,5
511,125.01,-85.548,1.5545e-07,-74.142,1.08,74.043,-1.25,72.104,-93.253,2.0011e-07,-77.607,1.0057,77.636,-0.95,-123.44,-97.01,1.555e-07,-74.088,5.0885,74.05,-0.725,-177.74,-98.361,1.5556e-07,-74.083,2.6492,74.0,2.0771,-68.083,-99.309,2.0337e-07,-77.675,1.4335,77.9,-0.725,151.4,-100.07,1.529e-07,-65.548,1.2513,77.143,-1.25,46.605,-100.83,1.6531e-07,71.322,1.2988,77.141,-1.15,25.912,-101.01,1.5593e-07,-73.708,2.7089,106.5,1.925,55.785,-101.46,1.532e-07,-65.548,1.2312,103.55,-1.25,-43.829,-101.6,1.5561e-07,-74.192,3.9331,74.05,1.1657,-154.38,-101.71,1.5595e-07,-67.118,1.0561,77.143,-1.25,-47.962,-101.79,1.6561e-07,71.322,1.2462,103.55,-1.15,-37.681,-102.72,1.5684e-07,-74.103,2.646,-74.15,2.025,156.21,-102.9,1.7015e-07,107.29,2.8892,73.15,-0.725,-139.28,-102.95,1.5325e-07,-67.191,1.2278,89.246,-1.25,1.0,30.0,1.5,5
512,-50.519,-93.652,1.4625e-07,-108.98,1.3705,70.943,-1.3,-171.22,-95.233,1.5722e-07,-110.33,1.3832,72.291,-1.2,-165.26,-96.431,1.6431e-07,74.531,1.4667,77.141,-1.15,177.55,-96.758,1.5162e-07,-69.489,1.3343,77.143,-1.25,103.08,-97.151,1.6462e-07,74.531,1.4132,103.55,-1.15,82.835,-97.962,1.5193e-07,-69.489,1.3136,103.55,-1.25,-107.91,-98.327,1.6737e-07,76.194,2.9385,76.65,-0.725,-72.864,-98.341,1.4751e-07,-108.98,1.2563,-71.25,-1.3,157.49,-98.74,1.5476e-07,-70.953,1.1293,77.143,-1.25,-128.72,-98.945,1.9947e-07,-80.434,1.0391,77.636,-0.95,62.837,-99.827,1.5507e-07,-70.88,1.1084,103.55,-1.25,27.427,-101.42,1.549e-07,-75.139,3.9509,105.0,1.125,168.49,-101.58,1.5206e-07,-70.88,1.3055,89.246,-1.25,1.127,-101.61,1.3284e-07,72.764,-3.9578,72.75,-2.075,-34.666,-101.67,1.5209e-07,-70.88,1.3038,91.497,-1.25,2.0,30.0,1.5,5
