,X_MSE_AV_3,X_MAE_AV_3,Y_MSE_AV_3,Y_MAE_AV_3,x_test_3,y_test_3,dir_3
227,53.301,7.301,28.885,5.374,13.0,17.0,41.093
228,42.646,6.53,10.817,3.289,14.0,17.0,26.732
229,0.052,0.228,0.629,0.793,15.0,17.0,0.341
230,1.672,1.293,27.703,5.263,7.0,18.0,14.687
231,9.609,3.1,27.57,5.251,8.0,18.0,18.589
232,0.105,0.325,10.006,3.163,9.0,18.0,5.056
233,0.011,0.105,103.471,10.172,0.0,19.0,51.741
234,54.337,7.371,4.442,2.108,1.0,19.0,29.389
235,19.631,4.431,31.283,5.593,2.0,19.0,25.457
236,7.482,2.735,0.097,0.312,3.0,19.0,3.789
237,5.835,2.415,60.773,7.796,4.0,19.0,33.304
238,13.857,3.722,0.657,0.81,5.0,19.0,7.257
239,0.19,0.436,1.6,1.265,7.0,19.0,0.895
240,2.982,1.727,2.296,1.515,8.0,19.0,2.639
241,1.712,1.308,25.724,5.072,9.0,19.0,13.718
242,79.254,8.902,15.829,3.979,11.0,19.0,47.541
243,31.713,5.631,0.129,0.359,12.0,19.0,15.921
244,29.004,5.386,50.508,7.107,13.0,19.0,39.756
245,1.918,1.385,0.094,0.307,14.0,19.0,1.006
246,176.865,13.299,1.791,1.338,15.0,19.0,89.328
247,22.141,4.705,13.603,3.688,0.0,20.0,17.872
248,18.686,4.323,17.284,4.157,1.0,20.0,17.985
249,44.42,6.665,7.431,2.726,2.0,20.0,25.925
250,4.603,2.145,3.574,1.89,3.0,20.0,4.088
251,32.856,5.732,16.34,4.042,4.0,20.0,24.598
252,5.709,2.389,1.327,1.152,5.0,20.0,3.518
253,8.347,2.889,10.124,3.182,7.0,20.0,9.235
254,0.683,0.827,2.476,1.574,8.0,20.0,1.58
255,0.966,0.983,0.13,0.36,9.0,20.0,0.548
256,11.92,3.453,1.422,1.192,11.0,20.0,6.671
257,31.123,5.579,16.739,4.091,12.0,20.0,23.931
258,1.689,1.299,11.587,3.404,13.0,20.0,6.638
259,31.715,5.632,5.81,2.41,14.0,20.0,18.763
260,173.423,13.169,22.258,4.718,15.0,20.0,97.841
261,158.661,12.596,172.314,13.127,0.0,21.0,165.487
262,7.225,2.688,32.361,5.689,1.0,21.0,19.793
263,95.062,9.75,0.654,0.809,2.0,21.0,47.858
264,0.849,0.922,2.297,1.515,3.0,21.0,1.573
265,17.983,4.241,31.244,5.59,4.0,21.0,24.614
266,0.0,0.018,3.075,1.753,5.0,21.0,1.537
267,2.57,1.603,10.66,3.265,7.0,21.0,6.615
268,3.151,1.775,4.118,2.029,8.0,21.0,3.635
269,5.409,2.326,0.662,0.813,9.0,21.0,3.035
270,2.275,1.508,0.037,0.192,11.0,21.0,1.156
271,31.603,5.622,43.609,6.604,12.0,21.0,37.606
272,55.233,7.432,2.805,1.675,13.0,21.0,29.019
273,28.75,5.362,3.873,1.968,14.0,21.0,16.311
274,50.943,7.137,42.18,6.495,15.0,21.0,46.561
275,0.851,0.923,236.519,15.379,0.0,22.0,118.685
276,28.521,5.34,0.026,0.161,1.0,22.0,14.273
277,10.267,3.204,3.079,1.755,2.0,22.0,6.673
278,23.245,4.821,32.24,5.678,3.0,22.0,27.743
279,2.67,1.634,14.881,3.858,4.0,22.0,8.775
280,1.777,1.333,0.386,0.622,5.0,22.0,1.082
281,1.322,1.15,106.449,10.317,7.0,22.0,53.886
282,0.291,0.539,44.756,6.69,8.0,22.0,22.524
283,0.022,0.148,12.923,3.595,9.0,22.0,6.472
284,28.584,5.346,7.147,2.673,11.0,22.0,17.866
285,10.384,3.222,17.604,4.196,12.0,22.0,13.994
286,44.599,6.678,20.243,4.499,13.0,22.0,32.421
287,28.785,5.365,19.037,4.363,14.0,22.0,23.911
288,123.724,11.123,2.935,1.713,15.0,22.0,63.33
289,27.465,5.241,1.481,1.217,0.0,23.0,14.473
290,12.115,3.481,6.367,2.523,1.0,23.0,9.241
291,37.989,6.164,56.602,7.523,2.0,23.0,47.296
292,22.25,4.717,7.719,2.778,3.0,23.0,14.985
293,9.895,3.146,7.074,2.66,4.0,23.0,8.485
294,0.25,0.5,33.988,5.83,5.0,23.0,17.119
295,0.0,0.014,22.504,4.744,7.0,23.0,11.252
296,6.688,2.586,0.102,0.32,8.0,23.0,3.395
297,3.219,1.794,37.771,6.146,9.0,23.0,20.495
298,27.306,5.225,71.524,8.457,11.0,23.0,49.415
299,19.193,4.381,0.007,0.084,12.0,23.0,9.6
300,40.921,6.397,18.62,4.315,13.0,23.0,29.77
301,42.387,6.511,0.107,0.328,14.0,23.0,21.247
302,51.686,7.189,13.782,3.712,15.0,23.0,32.734
303,8.329,2.886,26.59,5.157,0.0,25.0,17.459
304,37.564,6.129,44.655,6.682,1.0,25.0,41.109
305,12.485,3.533,2.103,1.45,2.0,25.0,7.294
306,0.864,0.93,1.131,1.063,3.0,25.0,0.997
307,2.517,1.586,11.923,3.453,4.0,25.0,7.22
308,0.586,0.765,28.844,5.371,5.0,25.0,14.715
309,0.977,0.988,24.901,4.99,6.0,25.0,12.939
310,1.077,1.038,17.026,4.126,7.0,25.0,9.052
311,4.81,2.193,20.851,4.566,8.0,25.0,12.831
312,0.137,0.37,0.047,0.217,9.0,25.0,0.092
313,6.274,2.505,19.375,4.402,10.0,25.0,12.824
314,17.687,4.206,7.08,2.661,11.0,25.0,12.384
315,0.854,0.924,1.589,1.261,12.0,25.0,1.221
316,12.422,3.524,0.036,0.189,13.0,25.0,6.229
317,8.054,2.838,0.011,0.107,14.0,25.0,4.033
318,139.986,11.832,1.232,1.11,15.0,25.0,70.609
319,0.238,0.488,385.349,19.63,0.0,26.0,192.793
320,37.139,6.094,1.35,1.162,1.0,26.0,19.245
321,9.87,3.142,37.277,6.106,2.0,26.0,23.574
322,0.034,0.184,0.382,0.618,3.0,26.0,0.208
323,0.157,0.397,21.207,4.605,4.0,26.0,10.682
324,5.705,2.389,1.575,1.255,5.0,26.0,3.64
325,3.93,1.982,2.192,1.48,6.0,26.0,3.061
326,3.179,1.783,104.298,10.213,7.0,26.0,53.739
327,2.231,1.494,12.767,3.573,8.0,26.0,7.499
328,0.065,0.254,1.23,1.109,9.0,26.0,0.647
329,1.842,1.357,51.862,7.202,10.0,26.0,26.852
330,6.418,2.533,6.093,2.468,11.0,26.0,6.256
331,0.103,0.32,25.324,5.032,12.0,26.0,12.713
332,104.3,10.213,206.699,14.377,13.0,26.0,155.5
333,52.279,7.23,0.235,0.485,14.0,26.0,26.257
334,74.645,8.64,194.861,13.959,15.0,26.0,134.753
335,10.633,3.261,12.599,3.549,0.0,27.0,11.616
336,5.475,2.34,17.063,4.131,1.0,27.0,11.269
337,44.271,6.654,5.722,2.392,2.0,27.0,24.996
338,0.001,0.034,3.92,1.98,3.0,27.0,1.96
339,1.839,1.356,73.036,8.546,4.0,27.0,37.438
340,7.724,2.779,2.249,1.5,5.0,27.0,4.986
341,3.214,1.793,17.383,4.169,6.0,27.0,10.299
342,2.871,1.694,135.725,11.65,7.0,27.0,69.298
343,4.52,2.126,3.586,1.894,8.0,27.0,4.053
344,0.96,0.98,19.412,4.406,9.0,27.0,10.186
345,14.535,3.812,53.389,7.307,10.0,27.0,33.962
346,0.623,0.789,35.153,5.929,11.0,27.0,17.888
347,16.79,4.098,72.436,8.511,12.0,27.0,44.613
348,1.463,1.21,4.185,2.046,13.0,27.0,2.824
349,49.056,7.004,5.059,2.249,14.0,27.0,27.057
350,146.539,12.105,63.805,7.988,15.0,27.0,105.172
351,4.024,2.006,22.965,4.792,0.0,28.0,13.494
352,58.519,7.65,0.078,0.28,1.0,28.0,29.298
353,8.998,3.0,45.693,6.76,2.0,28.0,27.346
354,3.02,1.738,32.127,5.668,3.0,28.0,17.573
355,2.446,1.564,12.347,3.514,4.0,28.0,7.397
356,8.187,2.861,33.175,5.76,5.0,28.0,20.681
357,2.977,1.725,2.23,1.493,6.0,28.0,2.604
358,0.021,0.143,26.41,5.139,7.0,28.0,13.215
359,1.292,1.137,314.913,17.746,8.0,28.0,158.103
360,2.111,1.453,40.217,6.342,9.0,28.0,21.164
361,14.642,3.826,26.752,5.172,10.0,28.0,20.697
362,0.215,0.464,71.482,8.455,11.0,28.0,35.848
363,0.664,0.815,21.742,4.663,12.0,28.0,11.203
364,31.605,5.622,24.458,4.945,13.0,28.0,28.031
365,1.034,1.017,6.968,2.64,14.0,28.0,4.001
366,116.706,10.803,194.118,13.933,15.0,28.0,155.412
367,50.349,7.096,0.37,0.608,0.0,29.0,25.359
368,0.0,0.017,34.265,5.854,1.0,29.0,17.133
369,3.602,1.898,44.579,6.677,2.0,29.0,24.091
370,3.424,1.85,112.918,10.626,3.0,29.0,58.171
371,0.139,0.373,51.237,7.158,4.0,29.0,25.688
372,1.508,1.228,63.601,7.975,5.0,29.0,32.554
373,0.422,0.649,17.28,4.157,6.0,29.0,8.851
374,2.71,1.646,8.406,2.899,7.0,29.0,5.558
375,0.008,0.088,70.362,8.388,8.0,29.0,35.185
376,0.032,0.178,206.86,14.383,9.0,29.0,103.446
377,8.7,2.95,157.348,12.544,10.0,29.0,83.024
378,5.066,2.251,150.02,12.248,11.0,29.0,77.543
379,0.031,0.177,8.687,2.947,12.0,29.0,4.359
380,6.896,2.626,95.863,9.791,13.0,29.0,51.379
381,71.523,8.457,154.492,12.429,14.0,29.0,113.007
382,145.449,12.06,168.509,12.981,15.0,29.0,156.979
383,6.655,2.58,83.931,9.161,0.0,30.0,45.293
384,5.164,2.272,6.432,2.536,1.0,30.0,5.798
385,2.628,1.621,106.212,10.306,2.0,30.0,54.42
386,32.76,5.724,32.693,5.718,3.0,30.0,32.726
387,1.719,1.311,104.497,10.222,4.0,30.0,53.108
388,25.734,5.073,67.01,8.186,5.0,30.0,46.372
389,0.724,0.851,93.495,9.669,6.0,30.0,47.11
390,9.8,3.131,38.781,6.227,7.0,30.0,24.291
391,1.014,1.007,422.49,20.555,8.0,30.0,211.752
392,0.353,0.594,191.455,13.837,9.0,30.0,95.904
393,14.699,3.834,211.989,14.56,10.0,30.0,113.344
394,0.024,0.153,308.245,17.557,11.0,30.0,154.135
395,44.551,6.675,73.115,8.551,12.0,30.0,58.833
396,9.046,3.008,75.06,8.664,13.0,30.0,42.053
397,27.038,5.2,50.033,7.073,14.0,30.0,38.535
398,10.527,3.245,5.904,2.43,15.0,30.0,8.216
399,9.915,3.149,55.146,7.426,0.0,31.0,32.531
400,0.001,0.036,122.425,11.065,1.0,31.0,61.213
401,14.022,3.745,95.603,9.778,2.0,31.0,54.812
402,0.183,0.428,173.21,13.161,3.0,31.0,86.696
403,17.063,4.131,226.253,15.042,4.0,31.0,121.658
404,4.175,2.043,57.231,7.565,5.0,31.0,30.703
405,3.385,1.84,161.594,12.712,6.0,31.0,82.489
406,3.601,1.898,131.327,11.46,7.0,31.0,67.464
407,6.454,2.54,516.659,22.73,8.0,31.0,261.557
408,1.996,1.413,187.349,13.688,9.0,31.0,94.673
409,6.132,2.476,456.354,21.362,10.0,31.0,231.243
410,44.485,6.67,404.885,20.122,11.0,31.0,224.685
411,45.875,6.773,273.718,16.544,12.0,31.0,159.796
412,24.934,4.993,117.842,10.856,13.0,31.0,71.388
413,69.595,8.342,175.339,13.242,14.0,31.0,122.467
